Brands,SKU,MPN,Name,Categories,Short description
Columbia Taping Tools,GC1HEXT/CLTHA,,Columbia Tomahawk Smoothing Blade Extendable Handle (GC1HEXT/CLTHA),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"The Columbia Tomahawk Smoothing Blade Extendable Handle provides essential reach and ergonomic control for high-wall and ceiling finishing, ensuring a stable, professional-grade application with your Tomahawk blades."
Columbia Taping Tools,C1H/CLTHA,,Columbia Tomahawk Smoothing Blade Fixed Handle (C1H/CLTHA),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"A durable, fixed-length handle designed for the Columbia Tomahawk smoothing blade system, providing increased reach and consistent pressure control for professional drywall finishing."
Columbia Taping Tools,CF6,CF6,Combo Flusher Wheel Holder - Flusher (CF6),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Columbia Combo Flusher Wheel Holder - Flusher (CF6)
Columbia Taping Tools,CFB5A,CFB5A,Corner Box Cone Ball End (Large) (CFB5A),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Box Cone Ball End (Large) (CFB5A)
Columbia Taping Tools,CFB5C,CFB5C,Corner Box Cone Ball End (Standard) (CFB5C),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Box Cone Ball End (Standard) (CFB5C)
Columbia Taping Tools,CF4S,CF4S,Corner Flusher Ball Spring Short (CF4S),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Flusher Ball Spring Short (CF4S)
Columbia Taping Tools,CF1C,CF1C,Corner Flusher Direct Plate C (CF1C),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Flusher Direct Plate C (CF1C)
Columbia Taping Tools,CF7,CF7,Corner Flusher Housing Block (CF7),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Flusher Housing Block (CF7)
Columbia Taping Tools,CF38,CF38,Corner Flusher Skid Long (CF38),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Flusher Skid Long (CF38)
Columbia Taping Tools,CF8,CF8,Corner Flusher Wheel Cap (CF8),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Flusher Wheel Cap (CF8)
Columbia Taping Tools,CF2,CF2,Corner Flusher Wheel Retainer (CF2),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Corner Flusher Wheel Retainer (CF2)
Columbia Taping Tools,CR wHandle,CR wHandle,Corner Roller with Handle (CR wHandle),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Columbia Corner Roller with Handle - CR wHandle
Columbia Taping Tools,CT87-OLD,CT87-OLD,Cover Plate Cap Cam Lock Style (CT87-OLD),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,COLCT87-CL Cover Plate Cap Cam Lock Style (CT87-OLD)
Columbia Taping Tools,"HNS42""","HNS42""","Door 2"" (HNS42"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"in Door 2 in - HNS42"""
Columbia Taping Tools,NS3-2,NS3-2,"Door 2"" (NS3-2)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"Door 2"" (NS3-2)"
Columbia Taping Tools,NS3-3,NS3-3,"Door 3"" (NS3-3)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"Door 3"" (NS3-3)"
Columbia Taping Tools,NS3A,NS3A,Door Backing Plate (NS3A),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Door Backing Plate (NS3A)
Columbia Taping Tools,CFB11A,CFB11A,Door Stop (CFB11A),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Door Stop (CFB11A)
Columbia Taping Tools,NS32,NS32,Door Stop (NS32),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Door Stop (NS32)
Columbia Taping Tools,CMT1A-22,CMT1A-22,"Draw Tube 22"" (CMT1A-22)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Draw Tube 22 in (CMT1A-22)
Columbia Taping Tools,HH26,HH26,E-Clip (HH26),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,E-Clip (HH26)
Columbia Taping Tools,CEXT1,CEXT1,External Corner Applicator Wheel Large (CEXT1),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,External Corner Applicator Wheel Large (CEXT1)
Columbia Taping Tools,CEXT2,CEXT2,External Corner Applicator Wheel Small (CEXT2),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,External Corner Applicator Wheel Small (CEXT2)
Columbia Taping Tools,"HNS9-2""","HNS9-2""","Face Plate 2"" (HNS9-2"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS9-2 in Face Plate 2 in - HNS9-2"""
Columbia Taping Tools,FFH12,FFH12,Handle Ball Grip (FFH12),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Handle Ball Grip (FFH12)
Columbia Taping Tools,CFB20,CFB20,Handle Grip (CFB20),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Handle Grip (CFB20)
Columbia Taping Tools,NS31,NS31,Handle Link (OLD STYLE) (NS31),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Handle Link (OLD STYLE) (NS31)
Columbia Taping Tools,MP6B,MP6B,Handle Stop (MP6B),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Handle Stop (MP6B)
Columbia Taping Tools,HFFB17,HFFB17,Heavy Flat Box Wheel Set (HFFB17),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Heavy Flat Box Wheel Set (HFFB17)
Columbia Taping Tools,NS9-2,NS9-2,"Hinge 2"" (NS9-2)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"Hinge 2"" (NS9-2)"
Columbia Taping Tools,NS9-3,NS9-3,"Hinge 3"" (NS9-3)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"Hinge 3"" (NS9-3)"
Columbia Taping Tools,HH10A,HH10A,"Hydra Handle 10"" Extension Housing with Cam (HH10A)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Hydra Handle 10 in Extension Housing with Cam (HH10A)
Columbia Taping Tools,HH8,HH8,"Hydra Handle 8"" Extension Tube (HH8)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Hydra Handle 8 in Extension Tube (HH8)
Columbia Taping Tools,HH10-EXTLONG,HH10-EXTLONG,Hydra Handle Extra Long Extension (HH10-EXTLONG),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Hydra Handle Extra Long Extension (HH10-EXTLONG)
Columbia Taping Tools,ICA1,ICA1,Inside Corner Applicator Body (ICA1),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Inside Corner Applicator Body (ICA1)
Columbia Taping Tools,ICA4L,ICA4L,Inside Corner Applicator Left Frame Sub-Assembly (ICA4L),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Inside Corner Applicator Left Frame Sub-Assembly (ICA4L)
Columbia Taping Tools,ICA4R,ICA4R,Inside Corner Applicator Right Frame Sub-Assembly (ICA4R),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Inside Corner Applicator Right Frame Sub-Assembly (ICA4R)
Columbia Taping Tools,ICA3,ICA3,Inside Corner Applicator Wheel (ICA3),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Inside Corner Applicator Wheel (ICA3)
Columbia Taping Tools,NS27,NS27,L Washer (NS27),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,L Washer (NS27)
Columbia Taping Tools,CFB23,CFB23,Machined Screw (CFB23),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Machined Screw (CFB23)
Columbia Taping Tools,MP27,MP27,Mud Pump O-Ring Retainer (MP27),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Mud Pump O-Ring Retainer (MP27)
Columbia Taping Tools,MP27B,MP27B,Mud Pump O-Ring Retainer B (MP27B),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Mud Pump O-Ring Retainer B (MP27B)
Columbia Taping Tools,MP33A,MP33A,Mud Pump Spring Assembly (MP33A),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Mud Pump Spring Assembly (MP33A)
Columbia Taping Tools,"HNS1A-2""","HNS1A-2""","Mud Seal Strip 2"" (HNS1A-2"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS1A-2 in Mud Seal Strip 2 in - HNS1A-2"""
Columbia Taping Tools,"HNS1A-3""","HNS1A-3""","Mud Seal Strip 3"" (HNS1A-3"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS1A-3 in Mud Seal Strip 3 in - HNS1A-3"""
Columbia Taping Tools,HNS14PR,HNS14PR,"Nail Spotter 14"" Pad and Rod Assembly (HNS14PR)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Nail Spotter 14 in Pad and Rod Assembly (HNS14PR)
Columbia Taping Tools,HNS3,HNS3,Nail Spotter Front Plate (HNS3),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Nail Spotter Front Plate (HNS3)
Columbia Taping Tools,HNS18,HNS18,Nail Spotter Spring Assembly (HNS18),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Nail Spotter Spring Assembly (HNS18)
Columbia Taping Tools,NS26A,NS26A,Nylatron Washer (NS26A),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Nylatron Washer (NS26A)
Columbia Taping Tools,FA326,FA326,Rivet - Flusher (FA326),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Columbia Rivet - Flusher (FA326)
Columbia Taping Tools,S1,S1,Sander Head Main Body (S1),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Sander Head Main Body (S1)
Columbia Taping Tools,S2,S2,Sander Head Pivot Pin (S2),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Sander Head Pivot Pin (S2)
Columbia Taping Tools,S4,S4,Sander Head Pivot Washer (S4),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Sander Head Pivot Washer (S4)
Columbia Taping Tools,S5,S5,Sander Head Retainer Clip (S5),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Sander Head Retainer Clip (S5)
Columbia Taping Tools,S6,S6,Sander Head Swivel Bearing (S6),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Sander Head Swivel Bearing (S6)
Columbia Taping Tools,CT33,CT33,Side Plate Shim (CT33),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Side Plate Shim (CT33)
Columbia Taping Tools,"HNS3A-2""","HNS3A-2""","Sideplate Left 2"" (HNS3A-2"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS3A-2 in Sideplate Left 2 in - HNS3A-2"""
Columbia Taping Tools,"HNS3A-3""","HNS3A-3""","Sideplate Left 3"" (HNS3A-3"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS3A-3 in Sideplate Left 3 in - HNS3A-3"""
Columbia Taping Tools,"HNS3-2""","HNS3-2""","Sideplate Right 2"" (HNS3-2"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS3-2 in Sideplate Right 2 in - HNS3-2"""
Columbia Taping Tools,"HNS3-3""","HNS3-3""","Sideplate Right 3"" (HNS3-3"")",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"COLHNS3-3 in Sideplate Right 3 in - HNS3-3"""
Columbia Taping Tools,NS28,NS28,Square Washer (NS28),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Square Washer (NS28)
Columbia Taping Tools,CT120 / FA362,CT120 / FA362,Tape Spool w/ Tension Adjuster (CT120 / FA362),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Tape Spool w/ Tension Adjuster - CT120 / FA362
Columbia Taping Tools,CF5-3,CF5-3,"Tension Spring 3"" - Flusher (CF5-3)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"Columbia Tension Spring 3"" - Flusher (CF5-3)"
Columbia Taping Tools,CF5-3WT,CF5-3WT,"Tension Spring 3"" Widetrack - Flusher (CF5-3WT)",Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,"Columbia Tension Spring 3"" Widetrack - Flusher (CF5-3WT)"
Columbia Taping Tools,NS32A,NS32A,Thumb Release Clip (NS32A),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Thumb Release Clip (NS32A)
Columbia Taping Tools,NS32B,NS32B,Thumb Release Clip Screw (NS32B),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Thumb Release Clip Screw (NS32B)
Columbia Taping Tools,SB6,SB6,Tomahawk Blade Holder Clip (SB6),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Tomahawk Blade Holder Clip (SB6)
Columbia Taping Tools,SB5,SB5,Tomahawk Blade Holder Spring (SB5),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Tomahawk Blade Holder Spring (SB5)
Columbia Taping Tools,SB7,SB7,Tomahawk Handle Fitting (SB7),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Tomahawk Handle Fitting (SB7)
Columbia Taping Tools,SB3-LEFT,SB3-LEFT,Tomahawk Left Arm Assembly (SB3-LEFT),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Tomahawk Left Arm Assembly (SB3-LEFT)
Columbia Taping Tools,SB4-RIGHT,SB4-RIGHT,Tomahawk Right Arm Assembly (SB4-RIGHT),Drywall Finishing Tools > Columbia Taping Tools > Parts & Accessories,Tomahawk Right Arm Assembly (SB4-RIGHT)
