normalized_sku,match_status,tsw_sku,tsw_brand,tsw_name,tsw_images,tsw_image_ok,wc_sku,wc_type,wc_parent_sku,wc_brand,wc_name,wc_categories,wc_price,wc_in_stock,wc_published,wc_slug,wc_images,wc_last_audited,flag_name_mismatch,flag_brand_mismatch,flag_tsw_bad_image,flag_wc_missing_image,flag_tsw_missing_image,flag_wc_not_published,flag_wc_no_price,flag_wc_out_of_stock,notes
TT-EASYCLEAN-NAIL-SPOTTER,WC_ONLY,,,,,,TT-EASYCLEAN-NAIL-SPOTTER,variable,,TapeTech,TapeTech EasyClean® Nail Spotter,Drywall Finishing Tools > TapeTech > Nail Spotters,,1,1,tapetech-easyclean-nail-spotter,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-nail-spotter-2-NS02TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-nail-spotter-2-NS02TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-nail-spotter-2-NS02TT-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-nail-spotter-3-NS03TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-nail-spotter-3-NS03TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-easyclean-nail-spotter-3-NS03TT-3.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-EASYCLEAN-NAIL-SPOTTER-W-FHTT-HANDLE,WC_ONLY,,,,,,TT-EASYCLEAN-NAIL-SPOTTER-W-FHTT-HANDLE,variable,,TapeTech,TapeTech EasyClean® Nail Spotter with FHTT Fiberglass Handle,Drywall Finishing Tools > TapeTech > Nail Spotters,,1,1,tapetech-easyclean-nail-spotter-with-fhtt-fiberglass-handle,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
TT-FINISHING-KNIFE-WITH-HANDLE,WC_ONLY,,,,,,TT-FINISHING-KNIFE-WITH-HANDLE,variable,,TapeTech,TapeTech Premium Finishing Knife with Support Handle/Adapter,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-premium-finishing-knife-with-support-handle-adapter,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
TT-FLAT-BOX-HANDLE,WC_ONLY,,,,,,TT-FLAT-BOX-HANDLE,variable,,TapeTech,TapeTech Flat Box Handle,Drywall Finishing Tools > TapeTech > Handles & Extensions,,1,1,tapetech-flat-box-handle,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-34-8034TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-34-8034TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-42-8042TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-42-8042TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-54-8054TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-54-8054TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-72-8072TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-72-8072TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-72-8072TT-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-72-8072TT-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-flat-box-handle-72-8072TT-5.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-FULL-10-12,WC_ONLY,,,,,,TT-FULL-10-12,variation,TT-BASIC-FULL-SET-WITH-AND-BOXES,TapeTech,"TapeTech Basic Full Set with Boxes - 10""",Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-basic-full-set-with-boxes-10,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
TT-FULL-7-10,WC_ONLY,,,,,,TT-FULL-7-10,variation,TT-BASIC-FULL-SET-WITH-AND-BOXES,TapeTech,"TapeTech Basic Full Set with Boxes - 7""",Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-basic-full-set-with-boxes-7,,2026-05-07,False,False,False,True,False,False,True,False,WC has no image; not in TSW catalog
TT-GAUGING-TROWEL,WC_ONLY,,,,,,TT-GAUGING-TROWEL,variable,,TapeTech,TapeTech Gauging Trowel,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-gauging-trowel,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-gauging-trowel-7-VGAUGE180-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-gauging-trowel-8-VGAUGE200-1.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-MAXXBOX,WC_ONLY,,,,,,TT-MAXXBOX,variable,,TapeTech,TapeTech MAXXBOX® High Capacity Finishing Box,Drywall Finishing Tools > TapeTech > Flat Boxes,,1,1,tapetech-maxxbox-high-capacity-finishing-box,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-7-EHC07-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-7-EHC07-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-7-EHC07-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-7-EHC07-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-7-EHC07-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-10-EHC10-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-10-EHC10-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-10-EHC10-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-10-EHC10-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-10-EHC10-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-12-EHC12-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-12-EHC12-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-12-EHC12-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-12-EHC12-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-maxxbox-high-capacity-finishing-box-12-EHC12-5.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-POWER-ASSIST-MAXXBOX,WC_ONLY,,,,,,TT-POWER-ASSIST-MAXXBOX,variable,,TapeTech,TapeTech Power Assist® MAXXBOX® Finishing Box,Drywall Finishing Tools > TapeTech > Flat Boxes,,1,1,tapetech-power-assist-maxxbox-finishing-box,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-6.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-7-PAHC07-7.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-6.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-10-PAHC10-7.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-6.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-power-assist-maxxbox-finishing-box-12-PAHC12-7.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-PREMIUM-BLUE-STEEL-TAPING-KNIFE,WC_ONLY,,,,,,TT-PREMIUM-BLUE-STEEL-TAPING-KNIFE,variable,,TapeTech,TapeTech Premium Blue Steel Taping Knife,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-premium-blue-steel-taping-knife,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-8-TK08BSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-8-TK08BSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-10-TK10BSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-10-TK10BSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-12-TK12BSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-12-TK12BSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-14-TK14BSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-blue-steel-taping-knife-14-TK14BSTT-2.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-PREMIUM-CARBON-STEEL-JOINT-KNIFE,WC_ONLY,,,,,,TT-PREMIUM-CARBON-STEEL-JOINT-KNIFE,variable,,TapeTech,TapeTech Premium Carbon Steel Joint Knife,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-premium-carbon-steel-joint-knife,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-carbon-steel-joint-knife-4-JK04CSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-carbon-steel-joint-knife-5-JK05CSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-carbon-steel-joint-knife-6-JK06CSTT-1.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-PREMIUM-FINISHING-KNIFE,WC_ONLY,,,,,,TT-PREMIUM-FINISHING-KNIFE,variable,,TapeTech,TapeTech Premium Finishing Knife,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-premium-finishing-knife,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-7-PFK07TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-12-PFK12TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-14-PFK14TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-18-PFK18TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-24-PFK24TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-32-PFK32TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-40-PFK40TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-finishing-knife-48-PFK48TT-1.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-PREMIUM-STAINLESS-STEEL-JOINT-KNIFE,WC_ONLY,,,,,,TT-PREMIUM-STAINLESS-STEEL-JOINT-KNIFE,variable,,TapeTech,TapeTech Premium Stainless Steel Joint Knife,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-premium-stainless-steel-joint-knife,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-1-JK01SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-2-JK02SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-3-JK03SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-3-JK03SSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-3-JK03SSTT-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-3-JK03SSTT-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-3-JK03SSTT-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-4-JK04SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-5-JK05SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-joint-knife-6-JK06SSTT-1.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,WC_ONLY,,,,,,TT-PREMIUM-STAINLESS-STEEL-TAPING-KNIFE,variable,,TapeTech,TapeTech Premium Stainless Steel Taping Knife,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-premium-stainless-steel-taping-knife,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-8-TK08SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-8-TK08SSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-10-TK10SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-10-TK10SSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-12-TK12SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-12-TK12SSTT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-14-TK14SSTT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-premium-stainless-steel-taping-knife-14-TK14SSTT-2.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-QUICKBOX-QSX,WC_ONLY,,,,,,TT-QUICKBOX-QSX,variable,,TapeTech,TapeTech QuickBox® QSX Fast - Setting Finishing Box,Drywall Finishing Tools > TapeTech > Flat Boxes,,1,1,tapetech-quickbox-qsx-fast-setting-finishing-box,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-6.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-6-5-QB06-QSX-7.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-8-5-QB08-QSX-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-8-5-QB08-QSX-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-8-5-QB08-QSX-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-quickbox-qsx-fast-setting-finishing-box-8-5-QB08-QSX-4.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-SIDE-CORNER-EDGER,WC_ONLY,,,,,,TT-SIDE-CORNER-EDGER,variable,,TapeTech,TapeTech 90° Inside Corner Edger,Drywall Finishing Tools > TapeTech > Corner Tools,,1,1,tapetech-90-inside-corner-edger,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-90-inside-corner-edger-1-EIN10090-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-90-inside-corner-edger-1-5-EIN15090-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-90-inside-corner-edger-2-EIN20090-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-90-inside-corner-edger-0-5-EIN5090-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-90-inside-corner-edger-0-75-EIN7590-1.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-TTSFS,WC_ONLY,,,,,,TT-TTSFS,variable,,TapeTech,TapeTech Standard Full Set,Drywall Finishing Tools > TapeTech > Tool Sets & Kits,,1,1,tapetech-standard-full-set,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-standard-full-set-ttsfs-TTSFS-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-standard-full-set-ttsfs-2-TTSFS-2-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-standard-full-set-ttsfs-2-TTSFS-2-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-standard-full-set-ttsfs-2-TTSFS-2-3.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-WIZARD-COMPACT-FLAT-BOX-HANDLE,WC_ONLY,,,,,,TT-WIZARD-COMPACT-FLAT-BOX-HANDLE,variable,,TapeTech,TapeTech Wizard™ Compact Flat Box Handle,Drywall Finishing Tools > TapeTech > Handles & Extensions,,1,1,tapetech-wizard-compact-flat-box-handle,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-8000TT-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-8000TT-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-8000TT-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-8000TT-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-8000TT-5.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-pa-8000TT-PA-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-pa-8000TT-PA-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-wizard-compact-flat-box-handle-8000tt-pa-8000TT-PA-3.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-X-MARGIN-TROWEL,WC_ONLY,,,,,,TT-X-MARGIN-TROWEL,variable,,TapeTech,TapeTech X Margin Trowel,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-x-margin-trowel,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-margin-trowel-5-VMARG05-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-margin-trowel-6-VMARG06-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-margin-trowel-8-VMARG08-1.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-X-PREMIUM-GOLD-STAINLESS-STEEL-CURVED-FINISHING,WC_ONLY,,,,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-CURVED-FINISHING,variable,,TapeTech,TapeTech X Premium Gold Stainless Steel Curved Finishing Trowel,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-11-TG110565-PSCU-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-12-TG120565-PSCU-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-12-TG120565-PSCU-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-12-TG120565-PSCU-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-12-TG120565-PSCU-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-14-TG140565-PSCU-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-14-TG140565-PSCU-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-14-TG140565-PSCU-3.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-14-TG140565-PSCU-4.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-curved-finishing-trowel-14-TG140565-PSCU-5.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
TT-X-PREMIUM-GOLD-STAINLESS-STEEL-FINISHING-TROWEL,WC_ONLY,,,,,,TT-X-PREMIUM-GOLD-STAINLESS-STEEL-FINISHING-TROWEL,variable,,TapeTech,TapeTech X Premium Gold Stainless Steel Finishing Trowel – ProSoft Grip,Drywall Finishing Tools > TapeTech > Knives & Blades,,1,1,tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip,https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-11-TG110565-PS-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-12-TG120565-PS-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-12-TG120565-PS-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-14-TG140565-PS-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-14-TG140565-PS-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-16-TG160565-PS-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-16-TG160565-PS-2.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-18-TG180565-PS-1.webp | https://www.drywalltoolbox.com/wp/wp-content/uploads/2026/media/tapetech-x-premium-gold-stainless-steel-finishing-trowel-prosoft-grip-18-TG180565-PS-2.webp,2026-05-07,False,False,False,False,False,False,True,False,not in TSW catalog
