"Brands","Type","SKU","MPN","Name","Short description","Description","Weight (lbs)","Length (in)","Width (in)","Height (in)","Categories","Tags","Images","Parent","Attribute 1 name","Attribute 1 value(s)","Attribute 2 name","Attribute 2 value(s)"
"TapeTech","simple","726018","726018","Pump Handle Assembly","Genuine TapeTech OEM pump component &mdash; Pump Handle Assembly. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 726018.","<p class=""part-desc""><strong>Pump Handle Assembly</strong> is a genuine OEM pump component for TapeTech automatic taping and finishing tools. This component is part of the compound loading or transfer pump assembly. Worn pump parts reduce fill efficiency, cause compound bypass, and increase loading time on the job site.</p><p>Order by part number <strong>726018</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>726018</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/726018_01.webp","","","","",""
"TapeTech","simple","729009","729009","Wiper, U-Cup","Genuine TapeTech OEM sealing component &mdash; Wiper, U-Cup. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 729009.","<p class=""part-desc""><strong>Wiper, U-Cup</strong> is a genuine OEM sealing component for TapeTech automatic taping and finishing tools. This sealing or wiper component prevents joint compound from migrating into the tool mechanism and protects internal parts from contamination. Degraded seals cause compound bypass, internal corrosion, and increased maintenance frequency.</p><p>Order by part number <strong>729009</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>729009</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/729009_01.webp","","","","",""
"TapeTech","simple","729064","729064","8-32 X 3/8 Slotted Binding Head Screw, S","Genuine TapeTech OEM machine screw &mdash; 8-32 X 3/8 Slotted Binding Head Screw, S. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 729064.","<p class=""part-desc""><strong>8-32 X 3/8 Slotted Binding Head Screw, S</strong> is a genuine OEM machine screw for TapeTech automatic taping and finishing tools. This precision hardware fastener meets OEM specifications for thread form, head geometry, and material. Correct installation ensures proper tool assembly and prevents premature wear on mating components.</p><p>Order by part number <strong>729064</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>729064</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/729064_01.webp","","","","",""
"TapeTech","simple","729071","729071","Flange O-Ring, -322","Genuine TapeTech OEM sealing component &mdash; Flange O-Ring, -322. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 729071.","<p class=""part-desc""><strong>Flange O-Ring, -322</strong> is a genuine OEM sealing component for TapeTech automatic taping and finishing tools. This sealing or wiper component prevents joint compound from migrating into the tool mechanism and protects internal parts from contamination. Degraded seals cause compound bypass, internal corrosion, and increased maintenance frequency.</p><p>Order by part number <strong>729071</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>729071</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/729071_01.webp","","","","",""
"TapeTech","simple","762011","762011","Foot Valve, Universal","Genuine TapeTech OEM control valve &mdash; Foot Valve, Universal. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 762011.","<p class=""part-desc""><strong>Foot Valve, Universal</strong> is a genuine OEM control valve for TapeTech automatic taping and finishing tools. This valve component controls compound flow within the tool mechanism. A worn or damaged valve results in inconsistent output, over-application, or compound bypass that contaminates the tool interior.</p><p>Order by part number <strong>762011</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>762011</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/762011_01.webp","","","","",""
"TapeTech","simple","76TT","76TT","EasyClean&reg; Loading Pump","The TapeTech 76TT EasyClean&reg; Loading Pump combines reliability with innovation. The 76TT features the slim tube design preferred by professional finis","<p class=""prod-line-desc""><strong>The TapeTech 76TT EasyClean&reg; Loading Pump combines reliability with innovation.</strong> The 76TT features the slim tube design preferred by professional finishers and robust construction for dependable performance and long life. The TapeTech 76TT Loading Pump has a redesigned head and a new Twist-lock foot valve that provides secure attachment and easy removal for cleaning and maintenance. And the 76TT does not require a paper gasket for the filler adapter or gooseneck due to an innovative, integrated O-Ring that provides a terrific seal with fewer headaches from lost, worn or damaged paper gaskets. The 76TT pump accepts the standard 85T gooseneck and 90T filler adapter. Fills Automatic Tapers (with 85T gooseneck) Fills finishing boxes, MudRunner&reg;, corner applicators and nail spotters (with 90T filler adapter)</p>","4.0","28.0","12.0","12.0","Drywall Finishing Tools > TapeTech > Automatic Tapers","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_08.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_09.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_10.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_11.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt_12.webp","","","","",""
"TapeTech","simple","76TT-CA","76TT-CA","EasyClean&reg; Loading Pump for Canada","The 76TT-CA EasyClean&reg; Loading Pump is specifically designed to work with standard joint compound buckets in Canada, which are slightly taller than st","<p class=""prod-line-desc""><strong>The 76TT-CA EasyClean&reg; Loading Pump is specifically designed to work with standard joint compound buckets in Canada, which are slightly taller than standard U.S.</strong> buckets. The additional length provides stability and allows the foot valve to reach the bottom of the bucket, maximizing joint compound usage. The 76TT-CA pump has all the same unique features of the 76TT, including the tool-less foot valve, integrated outlet gasket and EasyClean&reg; design.</p>","4.2","30.0","12.0","12.0","Drywall Finishing Tools > TapeTech > Automatic Tapers","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_06.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_07.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_08.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_09.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_10.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_11.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_12.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76tt-ca_13.webp","","","","",""
"TapeTech","simple","76XLTT","76XLTT","Extra Long EasyClean&reg; Loading Pump","Are you a high production company taking advantage of the 30 gallon barrels of joint compound now widely available in the market? The TapeTech Extra L","<p class=""prod-line-desc""><strong>Are you a high production company taking advantage of the 30 gallon barrels of joint compound now widely available in the market? The TapeTech Extra Long EasyClean&reg; Loading Pump was designed in conjunction with a major joint compound manufacturer to fit these barrels perfectly, providing the extra length and stability you need.</strong> This pump is also very popular for workers who don&rsquo;t like to bend over when filling tools with a standard loading pump.</p>","9.6","8.0","8.0","40.0","Drywall Finishing Tools > TapeTech > Automatic Tapers","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76xltt_01.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76xltt_02.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76xltt_03.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76xltt_04.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76xltt_05.webp|https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/76xltt_06.webp","","","","",""
"TapeTech","simple","800008","800008","Pivot Arm","Genuine TapeTech OEM replacement part &mdash; Pivot Arm. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 800008.","<p class=""part-desc""><strong>Pivot Arm</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>800008</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>800008</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/800008_01.webp","","","","",""
"TapeTech","simple","800018F","800018F","Connector Plate, Notched","Genuine TapeTech OEM structural plate or bracket &mdash; Connector Plate, Notched. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 800018F.","<p class=""part-desc""><strong>Connector Plate, Notched</strong> is a genuine OEM structural plate or bracket for TapeTech automatic taping and finishing tools. This structural component provides the mounting reference or load path for adjoining parts within the tool assembly. Correct fitment is essential for maintaining dimensional accuracy and structural integrity.</p><p>Order by part number <strong>800018F</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>800018F</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/800018f_01.webp","","","","",""
"TapeTech","simple","800021F","800021F","Pin","Genuine TapeTech OEM hinge or pivot pin &mdash; Pin. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 800021F.","<p class=""part-desc""><strong>Pin</strong> is a genuine OEM hinge or pivot pin for TapeTech automatic taping and finishing tools. This precision pin maintains pivoting or hinge alignment within the tool assembly. Worn or missing pins allow unwanted play in the mechanism, leading to uneven compound application and increased wear on adjoining components.</p><p>Order by part number <strong>800021F</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>800021F</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/800021f_01.webp","","","","",""
"TapeTech","simple","800027","800027","Connector, Short","Genuine TapeTech OEM replacement part &mdash; Connector, Short. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 800027.","<p class=""part-desc""><strong>Connector, Short</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>800027</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>800027</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/800027_01.webp","","","","",""
"TapeTech","simple","801009","801009","Coupling Pin","Genuine TapeTech OEM hinge or pivot pin &mdash; Coupling Pin. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 801009.","<p class=""part-desc""><strong>Coupling Pin</strong> is a genuine OEM hinge or pivot pin for TapeTech automatic taping and finishing tools. This precision pin maintains pivoting or hinge alignment within the tool assembly. Worn or missing pins allow unwanted play in the mechanism, leading to uneven compound application and increased wear on adjoining components.</p><p>Order by part number <strong>801009</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>801009</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/801009_01.webp","","","","",""
"TapeTech","simple","802016","802016","Quadrant","Genuine TapeTech OEM replacement part &mdash; Quadrant. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 802016.","<p class=""part-desc""><strong>Quadrant</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>802016</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>802016</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/802016_01.webp","","","","",""
"TapeTech","simple","804003F","804003F","Grip Assembly","Genuine TapeTech OEM replacement part &mdash; Grip Assembly. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 804003F.","<p class=""part-desc""><strong>Grip Assembly</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>804003F</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>804003F</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/804003f_01.webp","","","","",""
"TapeTech","simple","808015F","808015F","Hinge Assy","Genuine TapeTech OEM replacement part &mdash; Hinge Assy. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 808015F.","<p class=""part-desc""><strong>Hinge Assy</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>808015F</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>808015F</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/808015f_01.webp","","","","",""
"TapeTech","simple","809006","809006","Washer:#14 Brass","Genuine TapeTech OEM washer &mdash; Washer:#14 Brass. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 809006.","<p class=""part-desc""><strong>Washer:#14 Brass</strong> is a genuine OEM washer for TapeTech automatic taping and finishing tools. This flat washer distributes load and prevents surface damage at fastener contact points in the tool assembly. Correct spec match is critical for maintaining proper clamping force and alignment.</p><p>Order by part number <strong>809006</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>809006</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/809006_01.webp","","","","",""
"TapeTech","simple","809011","809011","Thumbscrew 5/16 - 18 X 3/4 Dog Point","Genuine TapeTech OEM replacement part &mdash; Thumbscrew 5/16 - 18 X 3/4 Dog Point. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 809011.","<p class=""part-desc""><strong>Thumbscrew 5/16 - 18 X 3/4 Dog Point</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>809011</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>809011</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/809011_01.webp","","","","",""
"TapeTech","simple","809025","809025","Slotted Spring Pin 1/8 X 3/4 Sst.","Genuine TapeTech OEM replacement spring &mdash; Slotted Spring Pin 1/8 X 3/4 Sst.. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 809025.","<p class=""part-desc""><strong>Slotted Spring Pin 1/8 X 3/4 Sst.</strong> is a genuine OEM replacement spring for TapeTech automatic taping and finishing tools. This spring component maintains the correct tension or return force in the tool mechanism. Fatigue or deformation of the original spring leads to inconsistent operation and compound application issues.</p><p>Order by part number <strong>809025</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>809025</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/809025_01.webp","","","","",""
"TapeTech","simple","810027","810027","Short Connector","Genuine TapeTech OEM replacement part &mdash; Short Connector. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 810027.","<p class=""part-desc""><strong>Short Connector</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>810027</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>810027</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/810027_01.webp","","","","",""
"TapeTech","simple","810028","810028","Swivel Axle","Genuine TapeTech OEM cam or drive mechanism &mdash; Swivel Axle. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 810028.","<p class=""part-desc""><strong>Swivel Axle</strong> is a genuine OEM cam or drive mechanism for TapeTech automatic taping and finishing tools. This precision mechanical component is part of the tool's drive or actuation system. Wear or damage to cam and drive parts degrades motion accuracy, causing irregular compound output or tape feed issues.</p><p>Order by part number <strong>810028</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>810028</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/810028_01.webp","","","","",""
"TapeTech","simple","810029","810029","Connector Coupling","Genuine TapeTech OEM replacement part &mdash; Connector Coupling. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 810029.","<p class=""part-desc""><strong>Connector Coupling</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>810029</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>810029</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/810029_01.webp","","","","",""
"TapeTech","simple","811018","811018","Connector Plate, Notched","Genuine TapeTech OEM structural plate or bracket &mdash; Connector Plate, Notched. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 811018.","<p class=""part-desc""><strong>Connector Plate, Notched</strong> is a genuine OEM structural plate or bracket for TapeTech automatic taping and finishing tools. This structural component provides the mounting reference or load path for adjoining parts within the tool assembly. Correct fitment is essential for maintaining dimensional accuracy and structural integrity.</p><p>Order by part number <strong>811018</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>811018</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/811018_01.webp","","","","",""
"TapeTech","simple","814234","814234","34"" Connector Assy","Genuine TapeTech OEM replacement part &mdash; 34"" Connector Assy. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 814234.","<p class=""part-desc""><strong>34"" Connector Assy</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>814234</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>814234</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/814234_01.webp","","","","",""
"TapeTech","simple","814242","814242","42"" Connector Assy","Genuine TapeTech OEM replacement part &mdash; 42"" Connector Assy. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 814242.","<p class=""part-desc""><strong>42"" Connector Assy</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>814242</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>814242</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/814242_01.webp","","","","",""
"TapeTech","simple","814254","814254","54"" Connector Assy","Genuine TapeTech OEM replacement part &mdash; 54"" Connector Assy. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 814254.","<p class=""part-desc""><strong>54"" Connector Assy</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>814254</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>814254</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/814254_01.webp","","","","",""
"TapeTech","simple","814272","814272","72"" Connector Assy","Genuine TapeTech OEM replacement part &mdash; 72"" Connector Assy. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 814272.","<p class=""part-desc""><strong>72"" Connector Assy</strong> is a genuine OEM replacement part for TapeTech automatic taping and finishing tools. This genuine OEM replacement component restores original tool performance. Using manufacturer-specified parts ensures correct fit and maintains tool reliability on demanding job sites.</p><p>Order by part number <strong>814272</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>814272</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/814272_01.webp","","","","",""
"TapeTech","simple","818134G","818134G","34"" Curved Handle Tube, Gold","Genuine TapeTech OEM compound tube or conduit &mdash; 34"" Curved Handle Tube, Gold. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 818134G.","<p class=""part-desc""><strong>34"" Curved Handle Tube, Gold</strong> is a genuine OEM compound tube or conduit for TapeTech automatic taping and finishing tools. This tube component routes joint compound through the tool body. Cracks, blockages, or wear in this component cause compound leaks, flow restriction, and inconsistent application output.</p><p>Order by part number <strong>818134G</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>818134G</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/818134g_01.webp","","","","",""
"TapeTech","simple","818142G","818142G","42"" Curved Handle Tube, Gold","Genuine TapeTech OEM compound tube or conduit &mdash; 42"" Curved Handle Tube, Gold. Exact-fit replacement for TapeTech automatic taping and finishing tools. Part #: 818142G.","<p class=""part-desc""><strong>42"" Curved Handle Tube, Gold</strong> is a genuine OEM compound tube or conduit for TapeTech automatic taping and finishing tools. This tube component routes joint compound through the tool body. Cracks, blockages, or wear in this component cause compound leaks, flow restriction, and inconsistent application output.</p><p>Order by part number <strong>818142G</strong> for guaranteed compatibility with your TapeTech tools.</p><table class=""spec-table""><thead><tr><th>Specification</th><th>Detail</th></tr></thead><tbody><tr><td>Brand</td><td>TapeTech</td></tr><tr><td>Part Number</td><td>818142G</td></tr></tbody></table>","","4.0","4.0","","Drywall Finishing Tools > TapeTech > Replacement Parts","","https://drywalltoolbox.com/wp/wp-content/uploads/2026/04/818142g_01.webp","","","","",""
