Brands,Type,SKU,MPN,Name,Description,Short description,Categories
Platinum Drywall Tools,variable,PT-NS,PT-NS,Platinum Nail Spotter,"<p>The Platinum Nail Spotter is a professional-grade tool designed to automate the coating of fastener heads in one efficient pass. Available in 2"" and 3"" widths, these spotters eliminate tedious manual labor by providing uniform coverage and a clean, flush finish. Constructed from high-grade anodized aluminum, the tool features a precision-hardened steel blade and a high-performance urethane door seal to prevent leaks. An integrated smooth-glide wheel system ensures steady tracking across walls and ceilings, significantly reducing sanding requirements and material waste.</p><ul><li><strong>High Efficiency:</strong> Rapidly coats entire rows of fastener heads in a single, consistent pass.</li><li><strong>Durable Build:</strong> Anodized aluminum frame and hardened steel blade for extreme site longevity.</li><li><strong>Leak-Resistant:</strong> Urethane door seal maintains internal pressure and prevents compound bypass.</li><li><strong>Fluid Tracking:</strong> Precision wheel system ensures smooth, controlled movement on all surfaces.</li><li><strong>Available Sizes:</strong> 2"" (PT-2NS) and 3"" (PT-3NS).</li></ul>","Professional Platinum Nail Spotter (2"" or 3"") for rapid, uniform fastener finishing. Features anodized aluminum build and leak-resistant urethane seal.",Drywall Finishing Tools > Platinum Drywall Tools > Spotters
Platinum Drywall Tools,variation,PT-2NS,PT-2NS,"Platinum 2"" Nail Spotter (PT-2NS)",,,Drywall Finishing Tools > Platinum Drywall Tools > Spotters
Platinum Drywall Tools,variation,PT-3NS,PT-3NS,"Platinum 3"" Nail Spotter (PT-3NS)",,,Drywall Finishing Tools > Platinum Drywall Tools > Spotters
TapeTech,variable,CA-TT,CA-TT,TapeTech Corner Applicator,"<p>The TapeTech Corner Applicator is a high-efficiency tool designed to supply joint compound to Corner Finishers for fast, professional internal corner finishing. Available in 7"" and 8"" sizes, it can also be used with Applicator Heads for installing paper-faced corner bead on both internal and external angles. Featuring a robust stainless steel nose cone for long-term durability and a D-shaped handle fitting to prevent unwanted rotation, this applicator ensures a consistent flow of compound and reduces the need for frequent refills during high-volume production.</p><ul><li><strong>High-Capacity Reservoir:</strong> Optimized for longer runs and fewer trips to the pump.</li><li><strong>Durable Stainless Steel Cone:</strong> Resists wear and corrosion for reliable daily operation.</li><li><strong>Anti-Rotation Interface:</strong> D-shaped handle fitting ensures a secure, non-slip connection.</li><li><strong>Versatile Application:</strong> Compatible with angle heads and mud heads for multiple finishing tasks.</li><li><strong>Available Sizes:</strong> 7"" (CA07TT) and 8"" (CA08TT).</li></ul>","Professional TapeTech Corner Applicator (7"" or 8"") for efficient internal corner finishing and corner bead installation. Features a durable stainless steel nose cone.",Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,CA-TT-7,CA-TT-7,"TapeTech Corner Applicator - 7""",,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,CA-TT-8,CA-TT-8,"TapeTech Corner Applicator - 8""",,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variable,CAVH-TT,CAVH-TT,TapeTech Cove Applicator Head,"<p>TapeTech Cove Applicator Heads are engineered to apply a precise bead of gypsum cove adhesive for optimal installation of cornices and coves. Designed to work with industry-standard sizes including 55mm, 75mm, 83mm, and 90mm, these heads ensure the adhesive is placed exactly where needed for a secure bond. They attach securely to all TapeTech Corner Applicators and are ideally suited for use with Compound Tubes to streamline the installation of Gyprock™, Gyproc™, and GIB-Cove™ products.</p><ul><li><strong>Precision Placement:</strong> Delivers adhesive in the exact location for maximum cornice adhesion.</li><li><strong>High Compatibility:</strong> Fits all TapeTech Corner Applicators and Compound Tubes.</li><li><strong>Industry Standard:</strong> Designed for common cove and cornice profiles.</li><li><strong>Available Sizes:</strong> 55mm, 75mm, 83mm, and 90mm.</li><li><strong>Efficient Workflow:</strong> Accelerates the decorative finishing process with consistent adhesive delivery.</li></ul>",TapeTech Cove Applicator Head (55mm–90mm) for precise adhesive placement on cornices and coves. Compatible with all TapeTech applicators and tubes.,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,CAVH-TT-55mm,CAVH-TT-55mm,TapeTech Cove Applicator Head - 55mm,,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,CAVH-TT-75mm,CAVH-TT-75mm,TapeTech Cove Applicator Head - 75mm,,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,CAVH-TT-83mm,CAVH-TT-83mm,TapeTech Cove Applicator Head - 83mm,,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,CAVH-TT-90mm,CAVH-TT-90mm,TapeTech Cove Applicator Head - 90mm,,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variable,CFBOX-TT,CFBOX-TT,TapeTech Continuous Flow Finishing Box,"<p>The TapeTech Continuous Flow Finishing Box is designed for high-production drywall finishing, providing a consistent flow of compound from the Continuous Flow System. Available in 7"", 10"", and 12"" widths, these boxes maintain the familiar look and feel of the standard EasyClean™ series while eliminating the need for manual refilling. They connect quickly and securely to Continuous Flow box handles, ensuring a flawless, feathered finish on flat joints and butt joints in high-volume commercial and residential projects.</p><ul><li><strong>Continuous Production:</strong> Eliminates downtime spent refilling standard boxes.</li><li><strong>Familiar Ergonomics:</strong> Designed with the same trusted geometry as the TapeTech EasyClean™ series.</li><li><strong>Precision Finishing:</strong> Delivers a perfectly feathered edge on both flat and butt joints.</li><li><strong>Secure Connection:</strong> Optimized for use with TapeTech Continuous Flow handles and pumps.</li><li><strong>Available Sizes:</strong> 7"" (CFBOX-TT-7), 10"" (CFBOX-TT-10), and 12"" (CFBOX-TT-12).</li></ul>","TapeTech Continuous Flow Finishing Box (7""–12"") for high-production drywall finishing. Familiar EasyClean™ design optimized for continuous mud delivery.",Drywall Finishing Tools > TapeTech > Continuous Flow System
TapeTech,variation,CFBOX-TT-7,CFBOX-TT-7,"TapeTech Continuous Flow Finishing Box - 7""",,,Drywall Finishing Tools > TapeTech > Continuous Flow System
TapeTech,variation,CFBOX-TT-10,CFBOX-TT-10,"TapeTech Continuous Flow Finishing Box - 10""",,,Drywall Finishing Tools > TapeTech > Continuous Flow System
TapeTech,variation,CFBOX-TT-12,CFBOX-TT-12,"TapeTech Continuous Flow Finishing Box - 12""",,,Drywall Finishing Tools > TapeTech > Continuous Flow System
TapeTech,variable,CROLL-TT,CROLL-TT,TapeTech Premium Compound Roller,"<p>TapeTech Premium Compound Rollers are the ultimate alternative to sprayers for applying large volumes of joint compound. Available in 4"", 9"", and 12"" widths, these rollers feature a 18mm high-quality reticulated polypropylene nap that holds 50% more compound than standard rollers. Designed for use with TapeTech's robust 5/16"" thick roller frames, they provide the highest coverage rate per load. Ideal for finishing large patches, butt joints, or skimming entire walls, these rollers ensure a consistent foundation for finishing with TapeTech premium knives.</p><ul><li><strong>High Capacity:</strong> 18mm nap holds 50% more mud than standard 1/2"" nap rollers.</li><li><strong>Superior Coverage:</strong> Unique European-made nap releases more compound for faster surface coverage.</li><li><strong>Robust System:</strong> Designed for 5/16"" thick frames for maximum durability under heavy mud loads.</li><li><strong>Versatile Range:</strong> Available in 4"" (CROLL04), 9"" (CROLL09), and 12"" (CROLL12) sizes.</li><li><strong>Extended Reach:</strong> Compatible with the CROLLHAN2 extendable handle for ceilings and high walls.</li></ul>","TapeTech Premium Compound Roller (4""–12"") with 18mm nap for high-capacity mud application. Ideal for skimming and large-scale joint finishing.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,CROLL-TT-4,CROLL-TT-4,"TapeTech Premium Compound Roller - 4""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,CROLL-TT-9,CROLL-TT-9,"TapeTech Premium Compound Roller - 9""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,CROLL-TT-12,CROLL-TT-12,"TapeTech Premium Compound Roller - 12""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,CT-TT,CT-TT,TapeTech Compound Tube,"<p>TapeTech Compound Tubes provide a versatile, semi-automatic solution for supplying joint compound to corner flushers and applicator heads. Available in 24"", 36"", and 42"" lengths, these tubes are engineered for smooth operation and durability. They are ideal for finishing inside corners or installing paper-faced corner bead on both internal and external angles. Each tube is designed for rapid loading and disassembles completely for easy cleaning, ensuring professional reliability on every job.</p><ul><li><strong>High-Flow Delivery:</strong> Supplies a consistent bead of mud to flushers and bead applicators.</li><li><strong>Precision Engineering:</strong> Designed for smooth suction and dispensing with minimal physical effort.</li><li><strong>Easy Maintenance:</strong> Tool-less disassembly allows for thorough cleaning of all components.</li><li><strong>Universal Application:</strong> Compatible with all TapeTech applicator heads and corner finishers.</li><li><strong>Available Sizes:</strong> 24"" (CT24TT), 36"" (CT36TT), and 42"" (CT42TT).</li></ul>","Professional TapeTech Compound Tube (24""–42"") for semi-automatic mud application. Easy to clean and compatible with all TapeTech heads and flushers.",Drywall Finishing Tools > TapeTech > Corner & Angle Tools
TapeTech,variation,CT-TT-24,CT-TT-24,"TapeTech Compound Tube - 24""",,,Drywall Finishing Tools > TapeTech > Corner & Angle Tools
TapeTech,variation,CT-TT-36,CT-TT-36,"TapeTech Compound Tube - 36""",,,Drywall Finishing Tools > TapeTech > Corner & Angle Tools
TapeTech,variation,CT-TT-42,CT-TT-42,"TapeTech Compound Tube - 42""",,,Drywall Finishing Tools > TapeTech > Corner & Angle Tools
TapeTech,variable,EFBH-TT,EFBH-TT,TapeTech EasyFinish® Box Handle,"<p>The TapeTech EasyFinish® Box Handle series features an ergonomic bent handle design that provides superior leverage and control for professional drywall finishing. Available in lengths from 34"" to 72"", these handles are specifically recommended for use with Power Assist® boxes, as the bent geometry helps activate the assist mechanism with less effort. Designed to integrate with EasyClean®, MAXXBOX®, and Power Assist® Finishing Boxes, they allow for a perfect, clean sweep off the joint while reducing physical strain on the operator.</p><ul><li><strong>Ergonomic Bent Design:</strong> Increases leverage and reduces effort for a more comfortable sweep.</li><li><strong>Power Assist Optimized:</strong> Specifically engineered to facilitate the activation of spring-loaded mechanisms.</li><li><strong>Universal Box Compatibility:</strong> Fits all TapeTech EasyClean®, MAXXBOX®, and Power Assist® models.</li><li><strong>Durable Construction:</strong> Built to withstand heavy daily use in demanding environments.</li><li><strong>Available Lengths:</strong> 34"" (EFBH-TT-34), 42"" (EFBH-TT-42), 54"" (EFBH-TT-54), and 72"" (EFBH-TT-72).</li></ul>","Ergonomic TapeTech EasyFinish® Bent Box Handle (34""–72""). Optimized for Power Assist® boxes to provide maximum leverage and a perfect joint finish.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EFBH-TT-34,EFBH-TT-34,"TapeTech EasyFinish® Box Handle - 34""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EFBH-TT-42,EFBH-TT-42,"TapeTech EasyFinish® Box Handle - 42""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EFBH-TT-54,EFBH-TT-54,"TapeTech EasyFinish® Box Handle - 54""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EFBH-TT-72,EFBH-TT-72,"TapeTech EasyFinish® Box Handle - 72""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,EZFB-TT,EZFB-TT,TapeTech EasyClean® Finishing Box,"<p>The TapeTech EasyClean® Finishing Box is the industry standard for automatically dispensing joint compound and feathering edges on flat and butt joints in a single pass. Available in 7"", 10"", and 12"" widths, these boxes feature an adjustable crown setting dial that allows the user to regulate mud application thickness for base and finish coats. The integrated pivoting axle compensates for surface irregularities, ensuring constant wall contact and professional results. Built with the EasyClean® design, the cover plate can be opened quickly for thorough maintenance and rapid job site cleanup.</p><ul><li><strong>Precise Mud Control:</strong> Adjustable crown dial regulates compound flow for first, second, and third coats.</li><li><strong>Pivoting Axle:</strong> Automatically adjusts to uneven drywall surfaces to maintain consistent results.</li><li><strong>EasyClean® Design:</strong> Rapid-access cover plate simplifies cleaning and routine maintenance.</li><li><strong>Professional Efficiency:</strong> Simultaneously dispenses and feathers compound to reduce sanding time.</li><li><strong>Available Sizes:</strong> 7"" (EZ07TT), 10"" (EZ10TT), and 12"" (EZ12TT).</li></ul>","Professional TapeTech EasyClean® Finishing Box (7""–12"") with adjustable crown control and pivoting axle for flawless, single-pass joint finishing.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EZFB-TT-7,EZFB-TT-7,"TapeTech EasyClean® Finishing Box - 7""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EZFB-TT-10,EZFB-TT-10,"TapeTech EasyClean® Finishing Box - 10""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,EZFB-TT-12,EZFB-TT-12,"TapeTech EasyClean® Finishing Box - 12""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,FBH-TT,FBH-TT,TapeTech Finishing Box Handle,"<p>TapeTech Finishing Box Handles are the professional choice for controlling and sweeping finishing boxes off joints for a perfect finish. Available in fixed lengths from 34"" to 72"", these handles provide the necessary leverage and control for walls and ceilings. Built with a durable, lightweight design, they integrate seamlessly with TapeTech EasyClean®, MAXXBOX®, and Power Assist® Finishing Boxes. The ergonomic diameter and robust construction ensure a comfortable grip and long-term reliability on the job site.</p><ul><li><strong>Professional Control:</strong> Enables precision sweeping of finishing boxes for clean, feathered edges.</li><li><strong>Lightweight & Durable:</strong> Engineered to reduce operator fatigue while maintaining structural integrity.</li><li><strong>Universal Compatibility:</strong> Fits all TapeTech EasyClean®, MAXXBOX®, and Power Assist® models.</li><li><strong>Ergonomic Grip:</strong> Optimized handle diameter for maximum comfort during repetitive tasks.</li><li><strong>Available Lengths:</strong> 34"" (8034TT), 42"" (8042TT), 54"" (8054TT), and 72"" (8072TT).</li></ul>","Professional TapeTech Finishing Box Handle (34""–72""). Lightweight and durable, designed for precision control with all TapeTech finishing boxes.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,FBH-TT-34,FBH-TT-34,"TapeTech Finishing Box Handle - 34""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,FBH-TT-42,FBH-TT-42,"TapeTech Finishing Box Handle - 42""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,FBH-TT-54,FBH-TT-54,"TapeTech Finishing Box Handle - 54""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,FBH-TT-72,FBH-TT-72,"TapeTech Finishing Box Handle - 72""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,JKSS-TT,JKSS-TT,TapeTech Premium Stainless Steel Joint Knife,"<p>TapeTech Premium Stainless Steel Joint Knives are engineered for the ultimate combination of balance, flex, and control. Available in widths from 1"" to 6"", these knives feature high-grade stainless steel blades that maximize rust resistance and ensure a long service life. The oversized, tapered soft-grip handle provides a slip-resistant, ergonomic interface, while the enlarged alloy hammer end allows for setting protruding fasteners without switching tools. Precision-ground for the perfect amount of flex, these knives deliver premium results when applying and smoothing joint compound.</p><ul><li><strong>Premium Stainless Steel:</strong> Maximum corrosion resistance and rapid cleanup.</li><li><strong>Precision Grind:</strong> Engineered for the perfect balance of flexibility and finishing power.</li><li><strong>Ergonomic Soft-Grip:</strong> Tapered handle design reduces fatigue and ensures a positive grip.</li><li><strong>Alloy Hammer End:</strong> Integrated metal end for setting fasteners and adjusting flaws.</li><li><strong>Available Sizes:</strong> 1"", 2"", 3"", 4"", 5"", and 6"" widths.</li></ul>","TapeTech Premium Stainless Steel Joint Knife (1""–6"") with ergonomic soft-grip handle and alloy hammer end. Maximum rust resistance and precision flex.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,JKSS-TT-1,JKSS-TT-1,"TapeTech Premium Stainless Steel Joint Knife - 1""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,JKSS-TT-2,JKSS-TT-2,"TapeTech Premium Stainless Steel Joint Knife - 2""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,JKSS-TT-3,JKSS-TT-3,"TapeTech Premium Stainless Steel Joint Knife - 3""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,JKSS-TT-4,JKSS-TT-4,"TapeTech Premium Stainless Steel Joint Knife - 4""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,JKSS-TT-5,JKSS-TT-5,"TapeTech Premium Stainless Steel Joint Knife - 5""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variation,JKSS-TT-6,JKSS-TT-6,"TapeTech Premium Stainless Steel Joint Knife - 6""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,variable,MAXXBOX-TT,MAXXBOX-TT,TapeTech MAXXBOX®,"<p>TapeTech MAXXBOX® Finishing Boxes are the industry's first high-capacity boxes designed with an optimized capacity-to-weight ratio. Available in 7"", 10"", and 12"" widths, they provide significantly more usable compound for first and second coats—where volume is critical—without the excessive weight required for finish coats. The 7"" MAXXBOX® delivers 94% more usable capacity than standard boxes. Featuring a pivoting axle to compensate for uneven surfaces and an adjustable crown dial for precise compound metering, the MAXXBOX® ensures a flawless, feathered finish on every joint.</p><ul><li><strong>Maximum Mud Capacity:</strong> Holds up to 94% more usable compound for high-volume filling stages.</li><li><strong>Optimized Weight:</strong> Engineered to provide volume where needed without compromising maneuverability.</li><li><strong>Pivoting Axle:</strong> Automatically adjusts to surface irregularities for consistent wall contact.</li><li><strong>Precision Dial:</strong> Adjustable crown setting regulates mud output for flawless feathering.</li><li><strong>Available Sizes:</strong> 7"" (MAXX07TT), 10"" (MAXX10TT), and 12"" (MAXX12TT).</li></ul>","High-capacity TapeTech MAXXBOX® (7""–12"") for efficient drywall finishing. Optimized capacity-to-weight ratio provides more mud for fill coats with less fatigue.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,MAXXBOX-TT-7,MAXXBOX-TT-7,"TapeTech MAXXBOX® - 7""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,MAXXBOX-TT-10,MAXXBOX-TT-10,"TapeTech MAXXBOX® - 10""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,NS-TT,NS-TT,TapeTech EasyClean® Nail Spotter,"<p>The TapeTech EasyClean® Nail Spotter is a professional-grade solution for efficiently finishing fastener indentations on walls and ceilings. Available in 2"" and 3"" widths, this tool is engineered to fill the depressions left by nail or screw heads and wipe away excess compound in a single, fluid pass. It features a high-quality stainless steel body and a hardened steel skid plate that identifies improperly set fasteners while protecting the blade from damage. The EasyClean® lid system allows for rapid disassembly and thorough maintenance, ensuring the tool remains in peak operating condition. Designed for versatility, it is fully compatible with TapeTech FHTT fiberglass and XHTT extension handles.</p><ul><li><strong>Dual-Pass Efficiency:</strong> Fills and finishes fastener heads simultaneously to accelerate project timelines.</li><li><strong>Blade Protection:</strong> Hardened steel skid plate prevents damage from protruding fasteners and ensures smooth gliding.</li><li><strong>EasyClean® Technology:</strong> Quick-release latch and gasket design for effortless cleanup and maintenance.</li><li><strong>Available Sizes:</strong> 2"" (NS02TT) and 3"" (NS03TT) widths to match specific finishing requirements.</li><li><strong>System Compatibility:</strong> Works seamlessly with standard TapeTech support handles via the NSA-TT adapter.</li></ul>","Professional TapeTech EasyClean® Nail Spotter available in 2"" and 3"" sizes. Features a hardened steel skid plate and EasyClean® lid for efficient, one-pass fastener finishing.",Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,NS-TT-2,NS-TT-2,"TapeTech EasyClean® Nail Spotter - 2""",,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variation,NS-TT-3,NS-TT-3,"TapeTech EasyClean® Nail Spotter - 3""",,,Drywall Finishing Tools > TapeTech > Automatic Tapers
TapeTech,variable,PFB-TT,PFB-TT,TapeTech PFK Replacement Blade 2/pk,"<p>Maintain the precision of your finishing system with the TapeTech PFK Replacement Blade 2-Pack. These blades are crafted from premium INOX German stainless steel, offering the perfect balance of strength and flexibility required for high-end wipe-down and skimming tasks. Specifically designed for the TapeTech Premium Finishing Knife (PFK) series, these blades ensure a clean, smooth finish with every pass. They are available in a comprehensive range of sizes to match your specific toolset, including 7"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"" widths. Each pack contains two blades, providing a cost-effective way to keep your equipment performing at the industry's highest standard.</p><ul><li><strong>INOX German Stainless Steel:</strong> High-grade material for superior flex, durability, and corrosion resistance.</li><li><strong>Precision Skimming:</strong> Engineered to provide a flawlessly smooth finish on walls and ceilings.</li><li><strong>Comprehensive Range:</strong> Available for all PFK sizes: 7"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"".</li><li><strong>Value 2-Pack:</strong> Includes two replacement blades to minimize downtime on the job site.</li><li><strong>Genuine OEM:</strong> Exact fit for the TapeTech Premium Finishing Knife series.</li></ul>","TapeTech PFK Replacement Blades (2-Pack) in sizes 7"" to 48"". Crafted from INOX German stainless steel for professional skimming and a flawless finish.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-7,PFB-TT-7,"TapeTech PFK Replacement Blade 2/pk - 7""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-12,PFB-TT-12,"TapeTech PFK Replacement Blade 2/pk - 12""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-14,PFB-TT-14,"TapeTech PFK Replacement Blade 2/pk - 14""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-18,PFB-TT-18,"TapeTech PFK Replacement Blade 2/pk - 18""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-24,PFB-TT-24,"TapeTech PFK Replacement Blade 2/pk - 24""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-32,PFB-TT-32,"TapeTech PFK Replacement Blade 2/pk - 32""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-40,PFB-TT-40,"TapeTech PFK Replacement Blade 2/pk - 40""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFB-TT-48,PFB-TT-48,"TapeTech PFK Replacement Blade 2/pk - 48""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,PFK-TT,PFK-TT,TapeTech Premium Finishing Knife,"<p>The TapeTech Premium Finishing Knife (PFK) is the gold standard for professional wipe-down and skimming applications. Engineered with high-grade INOX German stainless steel, these knives feature a unique flexible blade that delivers the absolute best finish in the drywall industry. The secret to their performance lies in the precise fulcrum point designed into the grip area, providing unmatched control and tactile feedback. Available in widths ranging from 7"" to 48"", the PFK series is optimized for everything from tight corner work to large-scale wall and ceiling skimming. The ergonomic handle reduces operator fatigue during long shifts, making it the preferred choice for high-volume drywall contractors.</p><ul><li><strong>INOX German Stainless Steel:</strong> Strong yet highly flexible blade for a superior, paint-ready finish.</li><li><strong>Advanced Ergonomics:</strong> Designed with a specific fulcrum point for maximum control and reduced hand strain.</li><li><strong>Versatile Sizing:</strong> Available in 7"", 12"", 14"", 18"", 24"", 32"", 40"", and 48"" widths.</li><li><strong>Replaceable Components:</strong> Compatible with PFB replacement blades to extend the service life of the tool.</li><li><strong>Professional Performance:</strong> Ideal for wiping down tape and applying final skim coats with precision.</li></ul>","TapeTech Premium Finishing Knife (7""–48"") featuring INOX German stainless steel and advanced ergonomic grip for the industry's best skimming finish.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-7,PFK-TT-7,"TapeTech Premium Finishing Knife - 7""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-12,PFK-TT-12,"TapeTech Premium Finishing Knife - 12""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-14,PFK-TT-14,"TapeTech Premium Finishing Knife - 14""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-18,PFK-TT-18,"TapeTech Premium Finishing Knife - 18""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-24,PFK-TT-24,"TapeTech Premium Finishing Knife - 24""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-32,PFK-TT-32,"TapeTech Premium Finishing Knife - 32""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-40,PFK-TT-40,"TapeTech Premium Finishing Knife - 40""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,PFK-TT-48,PFK-TT-48,"TapeTech Premium Finishing Knife - 48""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,QB-QSX,QB-QSX,TapeTech QuickBox® QSX,"<p>The TapeTech QuickBox® QSX is the industry's first finishing box specifically engineered for use with fast-setting (hot) joint compounds. Constructed from advanced, glass-filled polypropylene, the shell provides a slick, ultra-durable surface that allows even dried hot mud to fall out with a few light taps. Available in 6.5"" and 8.5"" widths, the QuickBox® QSX features an optimized blade design that eliminates the need for complex crown adjustments. This tool allows contractors to combine the speed of a finishing box with the rapid turnaround of chemical-set compounds, making it ideal for first-coat applications over joint tape. It is compatible with all standard finishing box handles, including the TapeTech Wizard®.</p><ul><li><strong>Hot Mud Optimized:</strong> Advanced space-age materials prevent fast-setting compound from sticking to the tool.</li><li><strong>Rapid Cleanup:</strong> Compound easily releases from the shell, significantly reducing maintenance time.</li><li><strong>Fixed Blade Design:</strong> Optimized geometry matches the application, removing the need for crown settings.</li><li><strong>Tool-Less Blade Change:</strong> Blades can be swapped in seconds to maintain a clean finish.</li><li><strong>Available Sizes:</strong> 6.5"" (QB06-QSX) and 8.5"" (QB08-QSX) widths.</li></ul>","TapeTech QuickBox® QSX (6.5"" or 8.5"") designed for fast-setting joint compounds. Features a non-stick polypropylene shell for rapid hot mud application and cleanup.",Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,QB-QSX-65,QB-QSX-65,"TapeTech QuickBox® QSX - 6.5""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variation,QB-QSX-85,QB-QSX-85,"TapeTech QuickBox® QSX - 8.5""",,,Drywall Finishing Tools > TapeTech > Finishing Boxes
TapeTech,variable,TG-PS-TT,TG-PS-TT,TapeTech Premium Gold Stainless Steel Finishing Trowel,"<p>TapeTech Premium Gold Stainless Steel Finishing Trowels are the workhorse of the professional's tool kit, designed for the perfect finish on drywall, plaster, EIFS, and stucco. Featuring a 0.65mm blade thickness, these trowels provide the ideal balance of rigidity and flexibility for base and finish coats. The blades are manufactured from triple-hardened European stainless steel for maximum durability and rust resistance. Each trowel is equipped with an ergonomic ProSoft handle that is slip-resistant and designed to reduce operator fatigue during extended use. Available in lengths ranging from 11"" to 18"", these trowels deliver consistent, professional results across all finishing applications.</p><ul><li><strong>0.65mm Blade Thickness:</strong> Optimized for durability and performance as a primary finishing workhorse.</li><li><strong>Triple-Hardened Steel:</strong> Premium European gold stainless steel for long life and corrosion resistance.</li><li><strong>ProSoft Grip:</strong> Ergonomic, slip-resistant handle for all-day comfort and control.</li><li><strong>Precision Finish:</strong> Ground edges and rounded corners to prevent tracking and lines.</li><li><strong>Available Sizes:</strong> 11""x5"", 12""x5"", 14""x5"", 16""x5"", and 18""x5"".</li></ul>","Professional TapeTech Gold Finishing Trowel (11""–18"") with 0.65mm triple-hardened stainless steel and ProSoft ergonomic grip for superior finishing.",Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
