"sku","name","brand","description","features","price","image"
"FA208","Columbia 4-40 x 1/8"" Binder Slot","Columbia Tools","Columbia 4-40 x 1/8"" Binder Slot","Columbia 4-40 x 1/8"" Binder Slot","","scraped_results\images\FA208_0.webp"
"FA220","4-40 X 3/4in Bind Head Screw","Columbia Taping Tools","4-40 X 3/4in Bind Head Screw - FA220","Columbia 4-40 X 3/4"" Bind Head Screw","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FA215","Columbia 4-40 x 5/16 Binder Slot","Columbia Tools","Columbia 4-40 x 5/16 Binder Slot","Columbia 4-40 x 5/16 Binder Slot","","scraped_results\images\FA215_0.webp"
"PCHXL","Columbia 4-8' Predator Long Extendable Handle","Columbia Tools","Columbia 4-8' Predator Long Extendable Handle","Columbia 4-8' Predator Long Extendable Handle","","scraped_results\images\PCHXL_0.webp"
"SSB40","Columbia Sabre Smoothing Blade 40""","Columbia Taping Tools","SABRE SMOOTHING BLADE 40""","Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. | One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. | Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. | FEATURES: | 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ | Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) | Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. | Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. | High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control.","99.99","https://drywalltoolbox.com/brands/Columbia/ssb40.webp"
"SBP","Columbia 41-75"" Sabre Smoothing Blade Extension Pole","Columbia Tools","Columbia 41-75"" Sabre Smoothing Blade Extension Pole","Columbia 41-75"" Sabre Smoothing Blade Extension Pole","","scraped_results\images\SBP_0.webp"
"42BBH","Columbia Drywall 42"" 180-Grip Bent Flat Box Handle","Columbia Taping Tools","Columbia's ""Bent"" Flat Box Handle","Columbia 42"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. | Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. | Features: | Bent ergonomic design increases leverage and requires less effort to push | Clamp style 180 brake is simple and more durable than pinch brakes | Strong billet aluminum design with black anodizing, and laser engraving | Additional braking, control, and range of motion versus competitor handles | Compatible with all leading brand boxes (Excluding TapeWorm). | 42"" 180-Grip Bent Box Handle is ideal for wall work, tight areas, butt joints, and low ceilings","227.12","https://drywalltoolbox.com/brands/Columbia/42bbh.webp"
"CLT42","Columbia 42"" Cam-Lock Compound Mud Tube","Columbia Taping Tools","Introducing the newest Columbia 42"" Cam Lock Compound Mud Tube . If you are in the market for a compound tube, this is it. The compound tube acts like a giant syringe for drywall compound. With this newest version, you can fill it by sucking the mud out of the bucket like a standard compound tube. This is a really nice feature and makes filling the tool so much faster and easier. The cam lock feature also sets this compound tube apart from the rest. Simply release the 2 cams and the ent","Columbia 42"" Predator Cam Lock Tube","280.11","https://drywalltoolbox.com/brands/Columbia/clt42.webp"
"CMT42","Columbia 42"" Drywall Corner Finishing Compound Mud Tube","Columbia Taping Tools","Introducing the Columbia 42"" Compound Mud Tube . The compound tube acts like a giant syringe for drywall compound. Simply place the head of the compound tube into the bucket of compound and pull the plunger handle out. This method will suck the mud out of the bucket and fill the tube. All major brands of attachments will work with this tube. The anodized aluminum main tube is very strong and will not break like some of the other brands that make them out of plastic. This tube will wor","Columbia 42"" Predator Compound Tube","221.71","https://drywalltoolbox.com/brands/Columbia/cmt42.webp"
"5BBH","Columbia 60"" 180-Grip Bent Flat Box Handle","Columbia Taping Tools","Columbia 60"" 180 Degree Grip Flat Box Handle","Columbia 48"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. | Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. | Features: | Bent ergonomic design increases leverage and requires less effort to push | Clamp style 180 brake is simple and more durable than pinch brakes | Strong billet aluminum design with black anodizing, and laser engraving | Additional braking, control, and range of motion versus competitor handles | Compatible with all leading brand boxes (Excluding TapeWorm). | 48"" 180-Grip Bent Box Handle is ideal for wall work, butt joints, and ceilings","243.34","https://drywalltoolbox.com/brands/Columbia/5bbh.webp"
"SSB48","Columbia Sabre Smoothing Blade 48""","Columbia Taping Tools","Sabre Smoothing Blade 48""","Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. | One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. | Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. | FEATURES: | 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ | Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) | Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. | Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. | High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control.","129.99","https://drywalltoolbox.com/brands/Columbia/ssb48.webp"
"FA222","Columbia 5-40 X 3/8"" Bind Head Screw","Columbia Tools","Columbia 5-40 X 3/8"" Bind Head Screw IA","Columbia 5-40 X 3/8"" Bind Head Screw IA","","scraped_results\images\FA222_0.webp"
"55FBB","Columbia 5.5"" Fat Boy Flat Box","Columbia Tools","Columbia 5.5"" Fat Boy Flat Box","Columbia 5.5"" Fat Boy Flat Box","","scraped_results\images\55FBB_0.webp"
"FA-306","5/16-18 x 1 1/4"" Hex Bolt","Columbia Taping Tools","5/16-18 x 1 1/4"" Hex Bolt - FA306","Columbia 5/16-18 X 1-1/4"" Hex Bolt","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FA305","Columbia 5/16-18 X 3/4"" Hex Bolt","Columbia Tools","Columbia 5/16-18 X 3/4"" Hex Bolt","Columbia 5/16-18 X 3/4"" Hex Bolt","","scraped_results\images\FA305_0.webp"
"CLT55","Columbia 55"" Cam-Lock Compound Mud Tube","Columbia Taping Tools","The Columbia 55"" Cam Lock Tube is so simple to use, we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a fire hose. Columbia Compound Tubes work with all brands of Angle Heads, Corner Bead Heads, and Direct Corner Flushers.","Our Cam Lock Tube is so simple and so positive we would not recommend using any other tube when it comes to fast set compounds. The brass cams easily find and lock to the stainless ring using the same technology as a firehose. | Features: | Brass cams on a stainless steel lock ring | Quick remove bottom for complete cleaning | Hand made from U.S. aluminum and steel components | Machined in our state of the art facility in Canada","278.10","https://drywalltoolbox.com/brands/Columbia/clt55.webp"
"MHL","Columbia Matrix Long Extendable Drywall Flat Box Handle 56"" to 76""","Columbia Taping Tools","Columbia Matrix Long Extendable Flat Box Handle56"" to 76""","Columbia 56""-76"" Predator Matrix Box Handle","373.12","https://drywalltoolbox.com/brands/Columbia/mhl.webp"
"FA232","Columbia 6-32 Hex Nut","Columbia Tools","Columbia 6-32 Hex Nut","Columbia 6-32 Hex Nut","","scraped_results\images\FA232_0.webp"
"FA234","Columbia 6-32 Nyloc Jam Nut","Columbia Tools","Columbia 6-32 Nyloc Jam Nut","Columbia 6-32 Nyloc Jam Nut","","scraped_results\images\FA234_0.webp"
"FA245","Columbia 6-32 X 1/2"" Fill. Head Screw","Columbia Tools","Columbia 6-32 X 1/2"" Fill. Head Screw","Columbia 6-32 X 1/2"" Fill. Head Screw","","scraped_results\images\FA245_0.webp"
"FA247","6-32 X 5/8in Hex Bolt","Columbia Taping Tools","6-32 X 5/8in Hex Bolt - FA247","Columbia 6-32 X 5/8"" Hex Bolt","","https://drywalltoolbox.com/brands/Columbia/fa247.webp"
"5BBH","Columbia 60"" 180-Grip Bent Flat Box Handle","Columbia Taping Tools","Columbia 60"" 180 Degree Grip Flat Box Handle","Columbia 60"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. | Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. | Features: | Bent ergonomic design increases leverage and requires less effort to push | Clamp style 180 brake is simple and more durable than pinch brakes | Strong billet aluminum design with black anodizing, and laser engraving | Additional braking, control, and range of motion versus competitor handles | Compatible with all leading brand boxes (Excluding TapeWorm). | 60"" 180-Grip Bent Box Handle is ideal for butt joints, headers and ceilings","243.34","https://drywalltoolbox.com/brands/Columbia/5bbh.webp"
"7FFB","Columbia Drywall Taping Tools 7” Hinged Flat Finisher Box","Columbia Taping Tools","Columbia Drywall Taping Tools 7” Hinged Flat Box is the perfect sized box for base coating taped seams. This new 7"" Columbia box has many new improvements including the ""No Swell"" rubber gaskets, pivoting axle, and aluminum wheels with integrated o-rings. The adjustable, stainless steel blade delivers the right amount of drywall compound to finish flat joints evenly. The box will fit on all leading brands of flat box handles.Covered by a5 Year manufacturer warranty.","Columbia Taping Tools 7"" Hinged Drywall Flat Finisher Box features precision joint compound metering adjustment for top quality finish surfaces on drywall butt joints and flat seams. Integrated door axle and pressure plate system allows smooth, easy operation and quick access for easy cleanup! New, ultra-reliable door plate wiper resists expansion or deterioration, for long-term ease of operation and greater reliability. | 7"" Hinged Drywall Flat Finisher Box by Columbia Taping Tools has a new improved wiper on the pressure plate, combined with a smooth pivoting hinge axle, making this one of the easiest drywall flat finisher boxes to operate when finishing drywall butt joints and flat seams. 7"" Hinged Flat Box by Columbia Taping Tools is an excellent choice for base coating tape seams.","378.53","https://drywalltoolbox.com/brands/Columbia/7ffb.webp"
"CFB47","Columbia 7"" Pressure Door","Columbia Tools","Columbia 7"" Pressure Door","Columbia 7"" Pressure Door","","scraped_results\images\CFB47_0.webp"
"SSB7","Columbia Sabre Smoothing Blade 7""","Columbia Taping Tools","SABRE SMOOTHING BLADE 7""","Columbia has answered the call from our customers looking for a lighter/more affordable version of the Tomahawk Smoothing Blades. The Sabre Smoothing Blades still offer a precise finish but by no means does this product replace the Tomahawk’s being our premium option. It is our solution to Columbia Customers looking for a lighter/more affordable option. The body profile remains the same as the Tomahawk’s but is made from high quality plastic rather than billet aluminum. | One of the standout features of the Sabre Smoothing Blades is their remarkable weight—around 60% lighter than the Tomahawk Smoothing Blades—making them easier to maneuver and control. Additionally, they offer a competitive price point costing around 40% less allowing you to choose the right tool for your needs without compromise. | Whether you prefer manual use or want to enhance your reach with a Sabre Extension pole (using the Sabre Claw adapter), the Sabre Smoothing Blades deliver perfectly even usage and smoothness across the entire length of the blade. Their ergonomic and lightweight design ensures that you can work efficiently without fatigue. | FEATURES: | 10 sizes: 7″, 10″, 12″, 14″, 16″, 18″, 24″, 32″, 40″ & 48″ | Works with by hand or with the Sabre Claw Adapter (SBC) adaptor for the Sabre Pole (SBP) | Hardened Stainless Steel Blade: Durable and ultra-abrasion resistant for long-lasting performance. | Rounded Anti-Trace Edges: Designed to minimize marks and imperfections. | High-Performance Bi-Flex Technology: Featuring a PVC plate for enhanced flexibility and control.","19.99","https://drywalltoolbox.com/brands/Columbia/ssb7.webp"
"TSB-7","Columbia 7"" Tomahawk Smoothing Blade","Columbia Taping Tools","The Columbia Tomahawk set of Smoothing Blades is the most durable set on the market today. With no plastic pieces, the Tomahawk doesn't snap under pressure. And because the blades use a Flat Box handle, there are no plastic adaptors that will break with the weight of the larger blades. This also increases the stability and your ability to adjust the angle of attack while in motion. The Columbia Tomahawk will change what the industry expects from a professional grade Smoothing Blade.","Columbia 7"" Tomahawk Smoothing Blade","44.34","https://drywalltoolbox.com/brands/Columbia/tsb-7.webp"
"6BBH","Columbia 72"" 180-Grip Bent Flat Box Handle","Columbia Taping Tools","Columbia 72"" 180 Degree Grip Flat Box Handle","Columbia 72"" 180-Grip Bent Box Handle allows for a full braking capability over the entire 180º angle span. Grips the axle with a tremendous amount of pressure to eliminates the possibility of slippage when dealing with difficult angle situations. As a result, this produces cleaner, quicker and more efficient application of joint compound. A very versatile design that provides the best possible braking at any angle. The bent handle design adds necessary leverage in all situations, and truly excels on butt-joints and headers. | Extra strong billet aluminum design for years of rugged usage. Less moving parts mean less breakdowns. Everything you want in a box handle. Bent handle ergonomics combined with a standard 3/4"" tube - helps you achieve the perfect balance, and perfect finish with less effort. | Features: | Bent ergonomic design increases leverage and requires less effort to push | Clamp style 180 brake is simple and more durable than pinch brakes | Strong billet aluminum design with black anodizing, and laser engraving | Additional braking, control, and range of motion versus competitor handles | Compatible with all leading brand boxes (Excluding TapeWorm). | 72"" 180-Grip Bent Box Handle is ideal for butt joints, headers and high ceilings","254.15","https://drywalltoolbox.com/brands/Columbia/6bbh.webp"
"8ITFB","Columbia 8"" Inside Track Fat Boy Flat Box","Columbia Taping Tools","Columbia 8"" Inside Track Fat Boy Flat Box","High capacity Inside Track FatBoy box holds 30% more mud compound than standard flat box, for less trips back to the loading pump. Compatible with all leading brands of drywall flat box finisher brake handles, and quick clean feature allows convenient access to clean without removing pressure plate. 8"" box is excellent for applying the base coat of mud to drywall flat seams and is super effective when finishing butt joints. | Columbia Inside Track Fat Boy boxes can be run with or without springs, due to combined axle and door plate design. ""Commercial Grade"" rubber wiper resists corrosion or expansion for long, reliable service life. Columbia Fat Boys are extremely popular high capacity, top performance drywall flat finishers, and are a great choice for professional drywallers or contractors who prefer the high volume style. | Features: | Columbia 8"" Inside Track Fat Boy box is excellent for first coats on drywall flat seams and butt joints. | Quick, easy cleanup is possible without disassembly- no more disconnected door plates to re-position after cleaning! | Operate smoothly with or without springs, due to new combined pivot axle and door plate design. | Wheels mounted inside side plates makes butt joint finishing easier | Perfect for the Premier/Blue user looking for a box with better quality and a similar feel | Increase production and profits due additional 30% capacity for fewer trips to the pump for refilling. | Top quality anodized finish aluminum avoids corrosion and increases reliable service time. | Fits all leading drywall flat finisher box handles.","443.42","https://drywalltoolbox.com/brands/Columbia/8itfb.webp"
"CFB48","Columbia 8"" Pressure Door","Columbia Tools","Columbia 8"" Pressure Door","Columbia 8"" Pressure Door","","scraped_results\images\CFB48_0.webp"
"CFB28","Columbia 8"" Roll Face","Columbia Tools","Columbia 8"" Roll Face","Columbia 8"" Roll Face","","scraped_results\images\CFB28_0.webp"
"CTK8","Columbia 8"" Stainless Steel Comfort Grip Taping Knife","Columbia Tools","Columbia Tools is proud to launch our all-newColumbia Taping Knives– crafted for professionals who demand speed, precision, comfort, and durability on every job.","Columbia Tools is proud to launch our all-new | Columbia Taping Knives | – crafted for professionals who demand speed, precision, comfort, and durability on every job. | Stainless for the price of Carbon | Competitively priced, these stainless steel knives offer unbeatable value—comparable to the cost of carbon steel. | Key Features: | Our medium-flex | stainless steel blades | glide smoothly across the surface, delivering consistent coats and faster finishing with less fatigue. | Rubberized | comfort grip handle | is shaped to give you maximum control and minimal strain, with the most comfort. | Each handle is double-riveted to a heavy-gauge aluminum back plate | , then over molded for rugged strength and a clean, professional look. | Built with high-performance materials and field-tested design – these knives are ready to handle the toughest sites and the longest days.","","scraped_results\images\CTK8_0.webp"
"FA266","Columbia 8-32 X 1"" Flat Head Screw","Columbia Tools","Columbia 8-32 X 1"" Flat Head Screw","Columbia 8-32 X 1"" Flat Head Screw","","scraped_results\images\FA266_0.webp"
"FA267","Columbia 8-32 X 1/2"" Pan Head Screw","Columbia Tools","Columbia 8-32 X 1/2"" Pan Head Screw","Columbia 8-32 X 1/2"" Pan Head Screw","","scraped_results\images\FA267_0.webp"
"FA262","Columbia 8-32 X 1/2"" Socket Hd. Screw","Columbia Tools","Columbia 8-32 X 1/2"" Socket Hd. Screw","Columbia 8-32 X 1/2"" Socket Hd. Screw","","scraped_results\images\FA262_0.webp"
"FA256","Columbia 8-32 x 3/16"" Pan Slot SS Screw","Columbia Tools","Columbia 8-32 x 3/16"" Pan Slot SS Screw","Columbia 8-32 x 3/16"" Pan Slot SS Screw","","scraped_results\images\FA256_0.webp"
"FA261","Columbia 8-32 X 3/8"" Socket Hd Screw","Columbia Tools","Columbia 8-32 X 3/8"" Socket Hd Screw","Columbia 8-32 X 3/8"" Socket Hd Screw","","scraped_results\images\FA261_0.webp"
"CF4L","Columbia Ball Spring Long Flusher","Columbia Tools","Columbia Ball Spring Long Flusher","Columbia Ball Spring Long Flusher","","scraped_results\images\CF4L_0.webp"
"FFB43","Columbia Bead Wheel Bushing","Columbia Tools","Columbia Bead Wheel Bushing","Columbia Bead Wheel Bushing","","scraped_results\images\FFB43_0.webp"
"BH07","Columbia Box Handle Cam Follower - BH7","Columbia Taping Tools","Columbia Box Handle Cam Follower - BH7","Columbia Box Handle Cam Follower","","https://drywalltoolbox.com/brands/Columbia/bh07.webp"
"BH6","Box Handle Hinge Pin","Columbia Taping Tools","Box Handle Hinge Pin - BH6","Columbia Box Handle Hinge Pin (180 Grip)","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CTA84","Columbia Cable Pulley Guide","Columbia Tools","Columbia Cable Pulley Guide","Columbia Cable Pulley Guide","","scraped_results\images\CTA84_0.webp"
"CLTBF","Columbia Compound Tube Filler Adaptor","Columbia Taping Tools","Attaches on to the head of the Columbia Cam Lock Compound Tube Hand made from U.S. aluminum and steel components Made in Canada","Our Cam Lock Tube Box Filler is a simple attachment to the Cam Lock Compound Tube, that allows you to easily fill your Flat Finishing Boxes without the use of a Hot Mud Pump. This is a great addition to any finisher’s tool collection. | Features: | Attaches on to the head of the Columbia Cam Lock Compound Tube | Hand made from U.S. aluminum and steel components | Machined in our state of the art facility in Canada","70.47","https://drywalltoolbox.com/brands/Columbia/cltbf.webp"
"CF1B","Columbia Direct Plate - Flusher","Columbia Taping Tools","Columbia Direct Plate - Flusher - CF1B","Columbia Direct Plate - Flusher","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CFB-15","Angle Box Door Hinge","Columbia Taping Tools","Angle Box Door Hinge - CFB15","Columbia Door Hinge","","https://drywalltoolbox.com/brands/Columbia/cfb-15.webp"
"FFB14-7","Columbia Flat Box Door Gasket 7""","Columbia Taping Tools","Columbia Flat Box Door Gasket 7"" - FFB14-7","Columbia Door Spring","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CPFGN","Columbia Graco Powerfill Gooseneck","Columbia Tools","Columbia Graco Powerfill Gooseneck","Columbia Graco Powerfill Gooseneck","","scraped_results\images\CPFGN_0.webp"
"CFB8A","Columbia ONE Angle Box Door Adaptor #14499","Columbia Taping Tools","Columbia ONE Angle Box Door Adaptor #14499 - CFB8A","Columbia Handle Mount Casting","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CR6","Corner Roller Handle Mounting Swivel","Columbia Taping Tools","Corner Roller Handle Mounting Swivel - CR6","Columbia Handle Mounting Swivel","","https://drywalltoolbox.com/brands/Columbia/cr6.webp"
"CFB-1A","Angle Box Hinge Seal - CFB1A","Columbia Taping Tools","Angle Box Hinge Seal - CFB1A","Columbia Hinge Seal","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"FMH","Columbia L-Trim Mud Applicator Head","Columbia Taping Tools","Columbia's L-Trim Mud Headhas proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes this Mud Head the best on the market. Comes with an extra nozzle that will fit Better-Than-Ever compound tubes.","Proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market. | Features: | Quick release clip | Channeled grooves for evenly dispersed mud and controlled flow | Long lasting, durable and strong | Machined using top quality Ultra High Molecular Weight materials | Machined in our state of the art facility in Canada","91.93","https://drywalltoolbox.com/brands/Columbia/fmh.webp"
"MH21","Columbia Matrix Grip Adjuster Housing","Columbia Tools","Columbia Matrix Grip Adjuster Housing","Columbia Matrix Grip Adjuster Housing","","scraped_results\images\MH21_0.webp"
"MH17","Columbia Matrix Pinch Brake","Columbia Tools","Columbia Matrix Pinch Brake","Columbia Matrix Pinch Brake","","scraped_results\images\MH17_0.webp"
"MH24","Columbia Matrix Pinch Brake Bushing","Columbia Tools","Columbia Matrix Pinch Brake Bushing","Columbia Matrix Pinch Brake Bushing","","scraped_results\images\MH24_0.webp"
"MH25","Columbia Matrix Pinch Brake Stem","Columbia Tools","Columbia Matrix Pinch Brake Stem","Columbia Matrix Pinch Brake Stem","","scraped_results\images\MH25_0.webp"
"BH01","Box Handle Mounting Plate","Columbia Taping Tools","Box Handle Mounting Plate - BH01","Columbia Mounting Plate (180 Grip)","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CFB16","Angle Box Bearing Sleeve","Columbia Taping Tools","Angle Box Bearing Sleeve - CFB16","Columbia Mud Supply Valve Unit","","https://drywalltoolbox.com/brands/Columbia/cfb16.webp"
"CFB16","Angle Box Bearing Sleeve","Columbia Taping Tools","Angle Box Bearing Sleeve - CFB16","Columbia Nylatron Bushing","","https://drywalltoolbox.com/brands/Columbia/cfb16.webp"
"CFB8A","Columbia ONE Angle Box Door Adaptor #14499","Columbia Taping Tools","Columbia ONE Angle Box Door Adaptor #14499 - CFB8A","Columbia ONE Angle Box Door Adaptor","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"C1H","Columbia One Handle","Columbia Taping Tools","The Columbia One Handle is designed to work with your Columbia products universally. From the Nailspotters and Angle heads to the Rollers and the Corner Boxes, the one system allows you to lighten your load and still utilize all the finishing tools you love.With the exception of the flat boxes, this one handle is all you'll need.","Columbia Predator One Handle","64.89","https://drywalltoolbox.com/brands/Columbia/c1h.webp"
"PTS","Columbia Tactical Set with Predator Upgrade","Columbia Taping Tools","This comprehensive kit makes putting together your automatic taping tools effortless, featuring the crown jewel – Columbia's upgraded, Predator Carbon Fiber Automatic Taper. Built for true professionals who demand precision and reliability, this isn't just another tool set.","The NEW Predator Tactical Set makes moving to Automatic Taping Tools easy and includes the upgrade of the Columbia Predator Carbon Fibre Automatic Taper! Every taping tool you will need to completely finish a house comes packaged inside our durable, rugged Road Case. This set takes the guess work out of choosing the perfect drywall taping tools kit. | Set Includes: | Road Case | Predator Automatic Taper | 10″ Flat Box | 12″ Flat Box | Matrix Handle | 7″ Tomahawk | 24″ Tomahawk | 8″ Throttle Box | 3″ Anglehead | Hot Mud Pump | Box Filler & Gooseneck | Corner Roller | AHA | 3″ Nail Spotter | Columbia One Handle and Columbia One EXT | Sander Head | Twist Lock Handle | Tomalock Adapter | Repair Kits: AH-RK, FFBR9-10, FFBR9-12, FFBR7-7A, CTR-1","5962.62","https://drywalltoolbox.com/brands/Columbia/pts.webp"
"SB2-14","Columbia Replacement 14"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 14"" Blade for Tomahawk","Columbia Replacement 14"" Blade for Tomahawk","","https://drywalltoolbox.com/brands/Columbia/sb2-14.webp"
"SB2-18","Columbia Replacement 18"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 18"" Blade for Tomahawk","Columbia Replacement 18"" Blade for Tomahawk","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"SB2-7","Columbia Replacement 7"" Blade for Tomahawk","Columbia Taping Tools","Columbia Replacement 7"" Blade for Tomahawk","Columbia Replacement 7"" Blade for Tomahawk","","https://drywalltoolbox.com/brands/Columbia/sb2-7.webp"
"CT118A","Retaining Spring Clip(Quick Realease)","Columbia Taping Tools","Retaining Spring Clip(Quick Realease) - CT118A","Columbia Retaining Quick Release Spring Clip","","https://cdn11.bigcommerce.com/s-dbb3r9a7se/stencil/382d9e80-277d-013e-e48e-4a4f5670f649/e/04e821c0-e5dd-013e-f544-2ec1a3f21564/img/ProductDefault.svg"
"CT-123","Columbia Taper Retaining Spring Shaft","Columbia Taping Tools","Columbia Taper Retaining Spring Shaft - CT123","Columbia Retaining Quick Release Spring Shaft","","https://drywalltoolbox.com/brands/Columbia/ct-123.webp"
