Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,In stock?,Categories,Tags,Brands,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 2 name,Attribute 2 value(s),meta:product_family,meta:model,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_robots,meta:seo_focus_keyword,meta:schema_brand,meta:schema_mpn,meta:schema_condition
simple,7217,,level-5-4-40-x-1-4-fillister-head-screw,Level5 #4 - 40 x 1/4 Fillister Head Screw,1,visible,#4-40 x 1/4 Fillister Head Screw,<p>#4-40 x 1/4 Fillister Head Screw</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 #4,7217,"Level 5 #4-40 x 1/4 Fillister Head Screw - [7217], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7217",Level5 #4 - 40 x 1/4 Fillister Head Screw -,#4-40 x 1/4 Fillister Head Screw,"index,follow",Level 5 #4-40 x 1/4 Fillister Head Screw - [7217],Level 5,7217,NewCondition
simple,9219,,level-5-flat-box-screw-4,Level5 Flat box Screw (#4),1,visible,Flat box Screw (#4),<p>Flat box Screw (#4)</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Flat box Screw (#4),9219,"Level 5 Flat box Screw (#4) - [9219], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9219",Level5 Flat box Screw (#4) -,Flat box Screw (#4),"index,follow",Level 5 Flat box Screw (#4) - [9219],Level 5,9219,NewCondition
simple,9285,,level-5-7in-blade-holder-bracket,Level5 7in Blade Holder Bracket,1,visible,7in Blade Holder Bracket,<p>7in Blade Holder Bracket</p> <p>Compatible with: 4-764</p>,4.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Blade Holder Bracket,9285,"Level 5 7in Blade Holder Bracket - [9285], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9285",Level5 7in Blade Holder Bracket -,7in Blade Holder Bracket,"index,follow",Level 5 7in Blade Holder Bracket - [9285],Level 5,9285,NewCondition
simple,7241,,level-5-7in-front-plate,Level5 7in Front Plate,1,visible,7in Front Plate,<p>7in Front Plate</p> <p>Compatible with: 4-764</p>,65.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Front Plate,7241,"Level 5 7in Front Plate - [7241], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7241",Level5 7in Front Plate -,7in Front Plate,"index,follow",Level 5 7in Front Plate - [7241],Level 5,7241,NewCondition
simple,9613,,level-5-fb-washer,Level5 FB Washer,1,visible,FB Washer,<p>FB Washer</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Washer,9613,"Level 5 FB Washer - [9613], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9613",Level5 FB Washer -,FB Washer,"index,follow",Level 5 FB Washer - [9613],Level 5,9613,NewCondition
simple,7792,,level-5-latch,Level5 Latch,1,visible,Latch,<p>Latch</p> <p>Compatible with: 4-764</p>,4.75,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Latch,7792,"Level 5 Latch - [7792], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7792",Level5 Latch -,Latch,"index,follow",Level 5 Latch - [7792],Level 5,7792,NewCondition
simple,7798,,level-5-spring-washer,Level5 Spring Washer,1,visible,Spring Washer,<p>Spring Washer</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Spring Washer,7798,"Level 5 Spring Washer - [7798], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7798",Level5 Spring Washer -,Spring Washer,"index,follow",Level 5 Spring Washer - [7798],Level 5,7798,NewCondition
simple,7793,,level-5-shoulder-screw,Level5 Shoulder Screw,1,visible,Shoulder Screw,<p>Shoulder Screw</p> <p>Compatible with: 4-764</p>,5.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Shoulder Screw,7793,"Level 5 Shoulder Screw - [7793], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7793",Level5 Shoulder Screw -,Shoulder Screw,"index,follow",Level 5 Shoulder Screw - [7793],Level 5,7793,NewCondition
simple,7255,,level-5-std-left-side-plate,Level5 Std Left Side Plate,1,visible,Std Left Side Plate,<p>Std Left Side Plate</p> <p>Compatible with: 4-764</p>,65.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Std Left Side Plate,7255,"Level 5 Std Left Side Plate - [7255], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7255",Level5 Std Left Side Plate -,Std Left Side Plate,"index,follow",Level 5 Std Left Side Plate - [7255],Level 5,7255,NewCondition
simple,7224,,level-5-repair-clip,Level5 Repair Clip,1,visible,Repair Clip,<p>Repair Clip</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Repair Clip,7224,"Level 5 Repair Clip - [7224], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7224",Level5 Repair Clip -,Repair Clip,"index,follow",Level 5 Repair Clip - [7224],Level 5,7224,NewCondition
simple,7239,,level-5-skid-cover-left-side-universal,Level5 Skid Cover Left Side Universal,1,visible,Skid Cover Left Side Universal,<p>Skid Cover Left Side Universal</p> <p>Compatible with: 4-764</p>,2.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Skid Cover Left Side Universal,7239,"Level 5 Skid Cover Left Side Universal - [7239], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7239",Level5 Skid Cover Left Side Universal -,Skid Cover Left Side Universal,"index,follow",Level 5 Skid Cover Left Side Universal - [7239],Level 5,7239,NewCondition
simple,7349,,level-5-hinged-flat-box-screw,Level5 Hinged Flat Box Screw,1,visible,Hinged Flat Box Screw,<p>Hinged Flat Box Screw</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Hinged Flat Box Screw,7349,"Level 5 Hinged Flat Box Screw - [7349], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7349",Level5 Hinged Flat Box Screw -,Hinged Flat Box Screw,"index,follow",Level 5 Hinged Flat Box Screw - [7349],Level 5,7349,NewCondition
simple,7226,,level-5-7in-bottom-plate,Level5 7in Bottom Plate,1,visible,7in Bottom Plate,<p>7in Bottom Plate</p> <p>Compatible with: 4-764</p>,65.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Bottom Plate,7226,"Level 5 7in Bottom Plate - [7226], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7226",Level5 7in Bottom Plate -,7in Bottom Plate,"index,follow",Level 5 7in Bottom Plate - [7226],Level 5,7226,NewCondition
simple,8301,,level-5-10-32-hex-head-shoulder-screw,Level5 #10 - 32 Hex Head Shoulder Screw,1,visible,#10-32 Hex Head Shoulder Screw,<p>#10-32 Hex Head Shoulder Screw</p> <p>Compatible with: 4-764</p>,4.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 #10,8301,"Level 5 #10-32 Hex Head Shoulder Screw - [8301], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8301",Level5 #10 - 32 Hex Head Shoulder Screw -,#10-32 Hex Head Shoulder Screw,"index,follow",Level 5 #10-32 Hex Head Shoulder Screw - [8301],Level 5,8301,NewCondition
simple,9685,,level-5-fb-box-tire,Level5 FB Box Tire,1,visible,FB Box Tire,<p>FB Box Tire</p> <p>Compatible with: 4-764</p>,1.5,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Box Tire,9685,"Level 5 FB Box Tire - [9685], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9685",Level5 FB Box Tire -,FB Box Tire,"index,follow",Level 5 FB Box Tire - [9685],Level 5,9685,NewCondition
simple,9719,,level-5-fb-box-wheel-black,"Level5 FB Box Wheel, Black",1,visible,"FB Box Wheel, Black","<p>FB Box Wheel, Black</p> <p>Compatible with: 4-764</p>",6.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,"Level 5 FB Box Wheel, Black",9719,"Level 5 FB Box Wheel, Black - [9719], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9719","Level5 FB Box Wheel, Black -","FB Box Wheel, Black","index,follow","Level 5 FB Box Wheel, Black - [9719]",Level 5,9719,NewCondition
simple,7281,,level-5-7in-flat-box-axle,Level5 7in Flat Box Axle,1,visible,7in Flat Box Axle,<p>7in Flat Box Axle</p> <p>Compatible with: 4-764</p>,30.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Flat Box Axle,7281,"Level 5 7in Flat Box Axle - [7281], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7281",Level5 7in Flat Box Axle -,7in Flat Box Axle,"index,follow",Level 5 7in Flat Box Axle - [7281],Level 5,7281,NewCondition
simple,9237,,level-5-fb-bolt-holds-axle-on,Level5 FB Bolt (holds axle on),1,visible,FB Bolt (holds axle on),<p>FB Bolt (holds axle on)</p> <p>Compatible with: 4-764</p>,5.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 FB Bolt (holds axle on),9237,"Level 5 FB Bolt (holds axle on) - [9237], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9237",Level5 FB Bolt (holds axle on) -,FB Bolt (holds axle on),"index,follow",Level 5 FB Bolt (holds axle on) - [9237],Level 5,9237,NewCondition
simple,7380,,level-5-7in-rubber-hinge-pin-shim,Level5 7in Rubber Hinge Pin Shim,1,visible,7in Rubber Hinge Pin Shim,<p>7in Rubber Hinge Pin Shim</p> <p>Compatible with: 4-764</p>,5.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Rubber Hinge Pin Shim,7380,"Level 5 7in Rubber Hinge Pin Shim - [7380], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7380",Level5 7in Rubber Hinge Pin Shim -,7in Rubber Hinge Pin Shim,"index,follow",Level 5 7in Rubber Hinge Pin Shim - [7380],Level 5,7380,NewCondition
simple,7256,,level-5-stnd-right-side-plate,Level5 Stnd Right Side Plate,1,visible,Stnd Right Side Plate,<p>Stnd Right Side Plate</p> <p>Compatible with: 4-764</p>,65.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Stnd Right Side Plate,7256,"Level 5 Stnd Right Side Plate - [7256], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7256",Level5 Stnd Right Side Plate -,Stnd Right Side Plate,"index,follow",Level 5 Stnd Right Side Plate - [7256],Level 5,7256,NewCondition
simple,7212,,level-5-skid-cover-rt-side-universal,"Level5 Skid Cover Rt Side, Universal",1,visible,"Skid Cover Rt Side, Universal","<p>Skid Cover Rt Side, Universal</p> <p>Compatible with: 4-764</p>",2.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,"Level 5 Skid Cover Rt Side, Universal",7212,"Level 5 Skid Cover Rt Side, Universal - [7212], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7212","Level5 Skid Cover Rt Side, Universal -","Skid Cover Rt Side, Universal","index,follow","Level 5 Skid Cover Rt Side, Universal - [7212]",Level 5,7212,NewCondition
simple,7388,,level-5-pivot-for-box-plate-hinge,Level5 Pivot for Box Plate Hinge,1,visible,Pivot for Box Plate Hinge,<p>Pivot for Box Plate Hinge</p> <p>Compatible with: 4-764</p>,8.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Pivot for Box Plate Hinge,7388,"Level 5 Pivot for Box Plate Hinge - [7388], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7388",Level5 Pivot for Box Plate Hinge -,Pivot for Box Plate Hinge,"index,follow",Level 5 Pivot for Box Plate Hinge - [7388],Level 5,7388,NewCondition
simple,7394,,level-5-7in-hinged-pressure-plate,Level5 7in Hinged Pressure Plate,1,visible,7in Hinged Pressure Plate,<p>7in Hinged Pressure Plate</p> <p>Compatible with: 4-764</p>,75.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Hinged Pressure Plate,7394,"Level 5 7in Hinged Pressure Plate - [7394], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7394",Level5 7in Hinged Pressure Plate -,7in Hinged Pressure Plate,"index,follow",Level 5 7in Hinged Pressure Plate - [7394],Level 5,7394,NewCondition
simple,8306,,level-5-pressure-plate-nut,Level5 Pressure Plate Nut,1,visible,Pressure Plate Nut,<p>Pressure Plate Nut</p> <p>Compatible with: 4-764</p>,3.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Pressure Plate Nut,8306,"Level 5 Pressure Plate Nut - [8306], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8306",Level5 Pressure Plate Nut -,Pressure Plate Nut,"index,follow",Level 5 Pressure Plate Nut - [8306],Level 5,8306,NewCondition
simple,8232,,level-5-t-nut,Level5 T - Nut,1,visible,T-Nut,<p>T-Nut</p> <p>Compatible with: 4-764</p>,5.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 T,8232,"Level 5 T-Nut - [8232], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8232",Level5 T - Nut -,T-Nut,"index,follow",Level 5 T-Nut - [8232],Level 5,8232,NewCondition
simple,8303,,level-5-10-32-x-1in-shc-screw,Level5 #10 - 32 X 1in SHC Screw,1,visible,#10-32 X 1in SHC Screw,<p>#10-32 X 1in SHC Screw</p> <p>Compatible with: 4-764</p>,1.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 #10,8303,"Level 5 #10-32 X 1in SHC Screw - [8303], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8303",Level5 #10 - 32 X 1in SHC Screw -,#10-32 X 1in SHC Screw,"index,follow",Level 5 #10-32 X 1in SHC Screw - [8303],Level 5,8303,NewCondition
simple,8273,,level-5-pressure-plate-ext-spring,Level5 Pressure Plate Ext. Spring,1,visible,Pressure Plate Ext. Spring,<p>Pressure Plate Ext. Spring</p> <p>Compatible with: 4-764</p>,6.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Pressure Plate Ext. Spring,8273,"Level 5 Pressure Plate Ext. Spring - [8273], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8273",Level5 Pressure Plate Ext. Spring -,Pressure Plate Ext. Spring,"index,follow",Level 5 Pressure Plate Ext. Spring - [8273],Level 5,8273,NewCondition
simple,9273,,level-5-lightweight-pressure-plate-spring,Level5 Lightweight Pressure Plate Spring,1,visible,Lightweight Pressure Plate Spring,<p>Lightweight Pressure Plate Spring</p> <p>Compatible with: 4-764</p>,5.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Lightweight Pressure Plate Spring,9273,"Level 5 Lightweight Pressure Plate Spring - [9273], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9273",Level5 Lightweight Pressure Plate Spring -,Lightweight Pressure Plate Spring,"index,follow",Level 5 Lightweight Pressure Plate Spring - [9273],Level 5,9273,NewCondition
simple,8305,,level-5-spring-anchor,Level5 Spring Anchor,1,visible,Spring Anchor,<p>Spring Anchor</p> <p>Compatible with: 4-764</p>,4.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Spring Anchor,8305,"Level 5 Spring Anchor - [8305], Level 5, Drywall Finishing Tools > Level 5 > Parts, 8305",Level5 Spring Anchor -,Spring Anchor,"index,follow",Level 5 Spring Anchor - [8305],Level 5,8305,NewCondition
simple,7390,,level-5-7in-hinged-flat-box-gasket,Level5 7in Hinged Flat Box Gasket,1,visible,7in Hinged Flat Box Gasket,<p>7in Hinged Flat Box Gasket</p> <p>Compatible with: 4-764</p>,25.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 7in Hinged Flat Box Gasket,7390,"Level 5 7in Hinged Flat Box Gasket - [7390], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7390",Level5 7in Hinged Flat Box Gasket -,7in Hinged Flat Box Gasket,"index,follow",Level 5 7in Hinged Flat Box Gasket - [7390],Level 5,7390,NewCondition
simple,7251,,level-5-dial-assembly,Level5 Dial Assembly,1,visible,Dial Assembly,<p>Dial Assembly</p> <p>Compatible with: 4-764</p>,20.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Dial Assembly,7251,"Level 5 Dial Assembly - [7251], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7251",Level5 Dial Assembly -,Dial Assembly,"index,follow",Level 5 Dial Assembly - [7251],Level 5,7251,NewCondition
simple,7216,,level-5-crown-spring,Level5 Crown Spring,1,visible,Crown Spring,<p>Crown Spring</p> <p>Compatible with: 4-764</p>,6.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Crown Spring,7216,"Level 5 Crown Spring - [7216], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7216",Level5 Crown Spring -,Crown Spring,"index,follow",Level 5 Crown Spring - [7216],Level 5,7216,NewCondition
simple,7223,,level-5-dial-adjustment-nut,Level5 Dial Adjustment Nut,1,visible,Dial Adjustment Nut,<p>Dial Adjustment Nut</p> <p>Compatible with: 4-764</p>,4.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Dial Adjustment Nut,7223,"Level 5 Dial Adjustment Nut - [7223], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7223",Level5 Dial Adjustment Nut -,Dial Adjustment Nut,"index,follow",Level 5 Dial Adjustment Nut - [7223],Level 5,7223,NewCondition
simple,7213,,level-5-brass-pins,Level5 Brass Pins,1,visible,Brass Pins,<p>Brass Pins</p> <p>Compatible with: 4-764</p>,8.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 Brass Pins,7213,"Level 5 Brass Pins - [7213], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7213",Level5 Brass Pins -,Brass Pins,"index,follow",Level 5 Brass Pins - [7213],Level 5,7213,NewCondition
simple,7254,,level-5-10in-flat-box-blade,Level5 10in Flat Box Blade,1,visible,10in Flat Box Blade,<p>10in Flat Box Blade</p> <p>Compatible with: 4-765</p>,5.25,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Flat Box Blade,7254,"Level 5 10in Flat Box Blade - [7254], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7254",Level5 10in Flat Box Blade -,10in Flat Box Blade,"index,follow",Level 5 10in Flat Box Blade - [7254],Level 5,7254,NewCondition
simple,7267,,level-5-10in-blade-holder-assembly,Level5 10in Blade Holder Assembly,1,visible,10in Blade Holder Assembly,<p>10in Blade Holder Assembly</p> <p>Compatible with: 4-765</p>,140.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Blade Holder Assembly,7267,"Level 5 10in Blade Holder Assembly - [7267], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7267",Level5 10in Blade Holder Assembly -,10in Blade Holder Assembly,"index,follow",Level 5 10in Blade Holder Assembly - [7267],Level 5,7267,NewCondition
simple,9268,,level-5-10in-blade-holder-bracket,Level5 10in Blade Holder Bracket,1,visible,10in Blade Holder Bracket,<p>10in Blade Holder Bracket</p> <p>Compatible with: 4-765</p>,4.5,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Blade Holder Bracket,9268,"Level 5 10in Blade Holder Bracket - [9268], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9268",Level5 10in Blade Holder Bracket -,10in Blade Holder Bracket,"index,follow",Level 5 10in Blade Holder Bracket - [9268],Level 5,9268,NewCondition
simple,7242,,level-5-10in-front-plate,Level5 10in Front Plate,1,visible,10in Front Plate,<p>10in Front Plate</p> <p>Compatible with: 4-765</p>,75.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Front Plate,7242,"Level 5 10in Front Plate - [7242], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7242",Level5 10in Front Plate -,10in Front Plate,"index,follow",Level 5 10in Front Plate - [7242],Level 5,7242,NewCondition
simple,7227,,level-5-10in-bottom-plate,Level5 10in Bottom Plate,1,visible,10in Bottom Plate,<p>10in Bottom Plate</p> <p>Compatible with: 4-765</p>,75.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Bottom Plate,7227,"Level 5 10in Bottom Plate - [7227], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7227",Level5 10in Bottom Plate -,10in Bottom Plate,"index,follow",Level 5 10in Bottom Plate - [7227],Level 5,7227,NewCondition
simple,7280,,level-5-10in-flat-box-axle,Level5 10in Flat Box Axle,1,visible,10in Flat Box Axle,<p>10in Flat Box Axle</p> <p>Compatible with: 4-765</p>,35.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Flat Box Axle,7280,"Level 5 10in Flat Box Axle - [7280], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7280",Level5 10in Flat Box Axle -,10in Flat Box Axle,"index,follow",Level 5 10in Flat Box Axle - [7280],Level 5,7280,NewCondition
simple,7381,,level-5-10in-rubber-hinge-pin-shim,Level5 10in Rubber Hinge Pin Shim,1,visible,10in Rubber Hinge Pin Shim,<p>10in Rubber Hinge Pin Shim</p> <p>Compatible with: 4-765</p>,5.5,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Rubber Hinge Pin Shim,7381,"Level 5 10in Rubber Hinge Pin Shim - [7381], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7381",Level5 10in Rubber Hinge Pin Shim -,10in Rubber Hinge Pin Shim,"index,follow",Level 5 10in Rubber Hinge Pin Shim - [7381],Level 5,7381,NewCondition
simple,7395,,level-5-10in-hinged-pressure-plate,Level5 10in HInged Pressure Plate,1,visible,10in HInged Pressure Plate,<p>10in HInged Pressure Plate</p> <p>Compatible with: 4-765</p>,80.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in HInged Pressure Plate,7395,"Level 5 10in HInged Pressure Plate - [7395], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7395",Level5 10in HInged Pressure Plate -,10in HInged Pressure Plate,"index,follow",Level 5 10in HInged Pressure Plate - [7395],Level 5,7395,NewCondition
simple,7391,,level-5-10in-hinged-flat-box-gasket,Level5 10in Hinged Flat Box Gasket,1,visible,10in Hinged Flat Box Gasket,<p>10in Hinged Flat Box Gasket</p> <p>Compatible with: 4-765</p>,30.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 10in Hinged Flat Box Gasket,7391,"Level 5 10in Hinged Flat Box Gasket - [7391], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7391",Level5 10in Hinged Flat Box Gasket -,10in Hinged Flat Box Gasket,"index,follow",Level 5 10in Hinged Flat Box Gasket - [7391],Level 5,7391,NewCondition
simple,7270,,level-5-12in-flat-box-blade,Level5 12in Flat Box Blade,1,visible,12in Flat Box Blade,<p>12in Flat Box Blade</p> <p>Compatible with: 4-766</p>,6.25,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Flat Box Blade,7270,"Level 5 12in Flat Box Blade - [7270], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7270",Level5 12in Flat Box Blade -,12in Flat Box Blade,"index,follow",Level 5 12in Flat Box Blade - [7270],Level 5,7270,NewCondition
simple,7284,,level-5-12in-blade-holder-assembly,Level5 12in Blade Holder Assembly,1,visible,12in Blade Holder Assembly,<p>12in Blade Holder Assembly</p> <p>Compatible with: 4-766</p>,240.49,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Blade Holder Assembly,7284,"Level 5 12in Blade Holder Assembly - [7284], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7284",Level5 12in Blade Holder Assembly -,12in Blade Holder Assembly,"index,follow",Level 5 12in Blade Holder Assembly - [7284],Level 5,7284,NewCondition
simple,9270,,level-5-12in-blade-holder-bracket,Level5 12in Blade Holder Bracket,1,visible,12in Blade Holder Bracket,<p>12in Blade Holder Bracket</p> <p>Compatible with: 4-766</p>,5.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Blade Holder Bracket,9270,"Level 5 12in Blade Holder Bracket - [9270], Level 5, Drywall Finishing Tools > Level 5 > Parts, 9270",Level5 12in Blade Holder Bracket -,12in Blade Holder Bracket,"index,follow",Level 5 12in Blade Holder Bracket - [9270],Level 5,9270,NewCondition
simple,7243,,level-5-12in-front-plate,Level5 12in Front Plate,1,visible,12in Front Plate,<p>12in Front Plate</p> <p>Compatible with: 4-766</p>,85.0,1,Drywall Finishing Tools > Level 5 > Parts,"Level 5, Level 5 Flat Box Parts, Parts",Level 5,,0,,,,,Level 5 12in Front Plate,7243,"Level 5 12in Front Plate - [7243], Level 5, Drywall Finishing Tools > Level 5 > Parts, 7243",Level5 12in Front Plate -,12in Front Plate,"index,follow",Level 5 12in Front Plate - [7243],Level 5,7243,NewCondition
