brand,official_sku,normalized_sku,product_name,alternate_names,section,catalog_item_type,launch_candidate,source_pdf,source_pdf_pages,source_catalog_pages,source_item_nos,source_lines,extraction_methods,source_validation,price,price_source,notes
TapeTech,CH90TT,CH90TT,Cove Applicator Head,,Applicator Heads,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,9,17,CH90TT,CH83TT - Cove Applicator Head CH90TT - Cove Applicator Head,pdf_text,sku_found_in_pdf_text,,,
TapeTech,600005F,600005F,"2"" Nail Spotter Blade - Carbide",,Nail Spotters / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,600005F,"600005F - 2"" Nail Spotter Blade - Carbide",pdf_text,sku_found_in_pdf_text,,,
TapeTech,630015,630015,"2"" Wiper",,Nail Spotters / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,630015,"630015 - 2"" Wiper FHTT, XHTT, FHTT-CC (see page 36)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,650005F,650005F,"3"" Nail Spotter Blade - Carbide",,Nail Spotters / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,650005F,"650005F - 3"" Nail Spotter Blade - Carbide",pdf_text,sku_found_in_pdf_text,,,
TapeTech,681015,681015,"3"" Wiper",,Nail Spotters / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,681015,"681015 - 3"" Wiper",pdf_text,sku_found_in_pdf_text,,,
TapeTech,NS02TT,NS02TT,"2"" Nail Spotter",,Nail Spotters,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,NS02TT,"NS02TT - 2"" Nail Spotter NS03TT - 3"" Nail Spotter NSW01 - Nailspotter Wheel Kit",pdf_text,sku_found_in_pdf_text,,,
TapeTech,NS03TT,NS03TT,"3"" Nail Spotter",,Nail Spotters,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,NS03TT,"NS02TT - 2"" Nail Spotter NS03TT - 3"" Nail Spotter NSW01 - Nailspotter Wheel Kit",pdf_text,sku_found_in_pdf_text,,,
TapeTech,NSW01,NSW01,Nailspotter Wheel Kit,,Nail Spotters,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,10,18,NSW01,"NS02TT - 2"" Nail Spotter NS03TT - 3"" Nail Spotter NSW01 - Nailspotter Wheel Kit",pdf_text,sku_found_in_pdf_text,,,
TapeTech,350008,350008,"8"" Wiper",,Corner Applicators / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,11,19,350008,"500028 - 7"" Wiper 350008 - 8"" Wiper FHTT, XHTT, FHTT-CC (see page 36)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,500028,500028,"7"" Wiper",,Corner Applicators / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,11,19,500028,"500028 - 7"" Wiper 350008 - 8"" Wiper FHTT, XHTT, FHTT-CC (see page 36)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CA07TT,CA07TT,"7"" Corner Applicator",,Corner Applicators,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,11,19,CA07TT,"CA07TT - 7"" Corner Applicator CA08TT - 8"" Corner Applicator",pdf_text,sku_found_in_pdf_text,,,
TapeTech,CA08TT,CA08TT,"8"" Corner Applicator",,Corner Applicators,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,11,19,CA08TT,"CA07TT - 7"" Corner Applicator CA08TT - 8"" Corner Applicator",pdf_text,sku_found_in_pdf_text,,,
TapeTech,144001,144001,MudRunner Tube Replacement Kit,,MudRunner Pro / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,13,21,144001,"144001 - MudRunner Tube Replacement Kit 16TT, 16TT90, CH55TT, CH75TT, CH83TT, CH90TT, 40XTT, 42TT, 48TT,",pdf_text,sku_found_in_pdf_text,,,
TapeTech,MR01TT,MR01TT,MudRunner Pro,,MudRunner Pro,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,13,21,MR01TT,"The patented MR01TT MudRunner®Pro is the closest thing to an “automatic tool” for the drywall professional. Almost effortlessly, in conjunction with",pdf_text,sku_found_in_pdf_text,,,
TapeTech,MRX01TT,MRX01TT,Extension,,MudRunner Pro,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,13,21,MRX01TT,add the MRX01TT MudRunner extension (sold separately).,pdf_text,sku_found_in_pdf_text,,,
TapeTech,400009F,400009F,"2"" Carbide Blade",,Corner Finishers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,400009F,"502F25 - 2.5"" Corner Finisher Blade Change Kit (42TT) 400009F - 2"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,40XTT,40XTT,"2"" Corner Finisher",,Corner Finishers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,40XTT,"40XTT - 2"" Corner Finisher 42TT - 2 ½"" Corner Finisher",pdf_text,sku_found_in_pdf_text,,,
TapeTech,420009,420009,"2.5"" Carbide Blade",,Corner Finishers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,420009,"501F25A - 2” & 2.5” Corner Finisher Maintenance Kit (40XTT & 42TT) 420009 - 2½"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,42TT,42TT,"2.5"" Corner Finisher",,Corner Finishers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,42TT,"40XTT - 2"" Corner Finisher 42TT - 2 ½"" Corner Finisher",pdf_text,sku_found_in_pdf_text,,,
TapeTech,450009F,450009F,"3"" Carbide Blade",,Corner Finishers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14; 15,22; 23,450009F,"502F3 - 3” Corner Finisher Blade Change Kit (45TT) 450009F - 3"" Carbide Blade; 502F4X - 3½” EZ Roll Corner Finisher Blade Change Kit 450009F - 3” Carbide Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501F25A,501F25A,"2"" and 2.5"" Corner Finisher Maintenance Kit (40XTT and 42TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,501F25A,"501F25A - 2” & 2.5” Corner Finisher Maintenance Kit (40XTT & 42TT) 420009 - 2½"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501F2A,501F2A,"2"" Corner Finisher Maintenance Kit (40TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,501F2A,"501F2A - 2"" Corner Finisher Maintenance Kit (40TT)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501F3A,501F3A,"3"" Corner Finisher Maintenance Kit (45TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,501F3A,501F3A - 3” Corner Finisher Maintenance Kit (45TT),pdf_text,sku_found_in_pdf_text,,,
TapeTech,502F2,502F2,"2"" Corner Finisher Blade Change Kit (40TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F2,"502F2 - 2"" Corner Finisher Blade Change Kit (40TT) FHTT, XHTT, FHTT-CC with CFA-TT (see page 36)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,502F25,502F25,"2.5"" Corner Finisher Blade Change Kit (42TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F25,"502F25 - 2.5"" Corner Finisher Blade Change Kit (42TT) 400009F - 2"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,502F2X,502F2X,"2"" Corner Finisher Blade Change Kit (40XTT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F2X,"502F2X - 2"" Corner Finisher Blade Change Kit (40XTT) COMMON WEAR PARTS",pdf_text,sku_found_in_pdf_text,,,
TapeTech,502F3,502F3,"3"" Corner Finisher Blade Change Kit (45TT)",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,14,22,502F3,"502F3 - 3” Corner Finisher Blade Change Kit (45TT) 450009F - 3"" Carbide Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,480209,480209,"3.5"" Carbide Blade",,Corner Finishers / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,480209,480209 - 3½” Carbide Blade,pdf_text,sku_found_in_pdf_text,,,
TapeTech,48TT,48TT,"3"" EasyRoll Adjustable Corner Finisher",,Corner Finishers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,48TT,"48TT - 3"" EasyRoll® Adjustable Corner Finisher 48XTT - 3 ½"" EasyRoll® Adjustable Corner Finisher",pdf_text,sku_found_in_pdf_text,,,
TapeTech,48XTT,48XTT,"3.5"" EasyRoll Adjustable Corner Finisher",,Corner Finishers,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,48XTT,"48TT - 3"" EasyRoll® Adjustable Corner Finisher 48XTT - 3 ½"" EasyRoll® Adjustable Corner Finisher",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501F4A,501F4A,"3"" EZ Roll Corner Finisher Maintenance Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,501F4A,"501F4A - 3” EZ Roll Corner Finisher Maintenance Kit FHTT, XHTT, FHTT-CC with CFA-TT (see page 36)",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501F4AX,501F4AX,"3.5"" EZ Roll Corner Finisher Maintenance Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,501F4AX,501F4AX - 3½” EZ Roll Corner Finisher Maintenance Kit COMMON WEAR PARTS,pdf_text,sku_found_in_pdf_text,,,
TapeTech,502F4,502F4,"3"" EZ Roll Corner Finisher Blade Change Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,502F4,502F4 - 3” EZ Roll Corner Finisher Blade Change Kit,pdf_text,sku_found_in_pdf_text,,,
TapeTech,502F4X,502F4X,"3.5"" EZ Roll Corner Finisher Blade Change Kit",,Corner Finishers / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,15,23,502F4X,502F4X - 3½” EZ Roll Corner Finisher Blade Change Kit 450009F - 3” Carbide Blade,pdf_text,sku_found_in_pdf_text,,,
TapeTech,200001,200001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,200001,"200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,200026F,200026F,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,200026F,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,
TapeTech,209006,209006,Skid Cover (right side),,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,209006,209006 - Skid Cover (right side) 209006 - Skid Cover (right side) 209006 - Skid Cover (right side) 209006 - Skid Cover (right side); 209006 - Skid Cover (right side) 209006 - Skid Cover (right side) 209006 - Skid Cover (right side),pdf_text,sku_found_in_pdf_text,,,
TapeTech,209039,209039,Skid Cover (left side),,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,209039,209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side); EZROLL-KIT - Finishing Box Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side); EZROLL-KIT - Finishing Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side),pdf_text,sku_found_in_pdf_text,,,
TapeTech,250001,250001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,250001,"200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,250026F,250026F,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,250026F,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,
TapeTech,300001,300001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,300001,"200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,
TapeTech,300026F,300026F,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,300026F,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,
TapeTech,340001,340001,Stainless Steel Blade,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,340001,200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade 340001 - Stainless Steel Blade,pdf_text,sku_found_in_pdf_text,,,
TapeTech,340026,340026,Box Wiper,,EasyClean Boxes / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,340026,200026F - Box Wiper 250026F - Box Wiper 300026F - Box Wiper 340026 - Box Wiper,pdf_text,sku_found_in_pdf_text,,,
TapeTech,501C10,501C10,"10"" Wear Parts Kit",,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,501C10,"501C10 - 10"" Wear Parts Kit 501C15 - 15"" Wear Parts Kit; 501C10 - 10"" Wear Parts Kit 200001 - Stainless Steel Blade 250001 - Stainless Steel Blade 300001 - Stainless Steel Blade",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part
TapeTech,501C12,501C12,"12"" Wear Parts Kit",,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,501C12,"501C7 - 7"" Wear Parts Kit 501C12 - 12"" Wear Parts Kit EZROLL-KIT - Finishing Box Wheel Replacement Kit TC01TT Tool Caddy (see page 59); 501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part
TapeTech,501C15,501C15,"15"" Wear Parts Kit",,EasyClean Boxes / Parts Kits,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,501C15,"501C10 - 10"" Wear Parts Kit 501C15 - 15"" Wear Parts Kit",pdf_text,sku_found_in_pdf_text,,,
TapeTech,501C7,501C7,"7"" Wear Parts Kit",,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,501C7,"501C7 - 7"" Wear Parts Kit 501C12 - 12"" Wear Parts Kit EZROLL-KIT - Finishing Box Wheel Replacement Kit TC01TT Tool Caddy (see page 59); 501C7 - 7"" Wear Parts Kit EHC07: EHC10: EHC12:; 501C7 - 7"" Wear Parts Kit PAHC07: PAHC10: PAHC12:",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part
TapeTech,EZ07TT,EZ07TT,"7"" EasyClean Box",,EasyClean Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,EZ07TT,"EZ07TT - 7"" EasyClean® Box EZ10TT - 10"" EasyClean® Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EZ10TT,EZ10TT,"10"" EasyClean Box",,EasyClean Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,EZ10TT,"EZ07TT - 7"" EasyClean® Box EZ10TT - 10"" EasyClean® Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EZ12TT,EZ12TT,"12"" EasyClean Box",,EasyClean Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,EZ12TT,"EZ12TT - 12"" EasyClean® Box EZ15TT - 15"" EasyClean® Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EZ15TT,EZ15TT,"15"" EasyClean Box",,EasyClean Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17,25,EZ15TT,"EZ12TT - 12"" EasyClean® Box EZ15TT - 15"" EasyClean® Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EZROLL-KIT,EZROLL-KIT,Finishing Box Wheel Replacement Kit,Finishing Wheel Replacement Kit,EasyClean Boxes / Parts Kits; MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,maintenance_kit,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,17; 19; 21,25; 27; 29,EZROLL-KIT,"501C7 - 7"" Wear Parts Kit 501C12 - 12"" Wear Parts Kit EZROLL-KIT - Finishing Box Wheel Replacement Kit TC01TT Tool Caddy (see page 59); EZROLL-KIT - Finishing Box Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side); EZROLL-KIT - Finishing Wheel Replacement Kit 209039 - Skid Cover (left side) 209039 - Skid Cover (left side) 209039 - Skid Cover (left side)",pdf_text,sku_found_in_pdf_text,,,appears as both maintenance_kit and common_wear_part
TapeTech,210024F,210024F,Box Wiper,,MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19; 21,27; 29,210024F,"501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,
TapeTech,260024F,260024F,Box Wiper,,MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19; 21,27; 29,260024F,"501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,
TapeTech,310024F,310024F,Box Wiper,,MaxxBox High Capacity Boxes / Common Wear Parts; Power Assist MaxxBox / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19; 21,27; 29,310024F,"501C12 - 12"" Wear Parts Kit 210024F - Box Wiper 260024F - Box Wiper 310024F - Box Wiper",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EHC07,EHC07,"7"" MaxxBox High Capacity Box",,MaxxBox High Capacity Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19,27,EHC07,"EHC07 - 7"" MaxxBox® High Capacity Box EHC10 - 10"" MaxxBox® High Capacity Box EHC12 - 12"" MaxxBox® High Capacity Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EHC10,EHC10,"10"" MaxxBox High Capacity Box",,MaxxBox High Capacity Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19,27,EHC10,"EHC07 - 7"" MaxxBox® High Capacity Box EHC10 - 10"" MaxxBox® High Capacity Box EHC12 - 12"" MaxxBox® High Capacity Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,EHC12,EHC12,"12"" MaxxBox High Capacity Box",,MaxxBox High Capacity Boxes,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,19,27,EHC12,"EHC07 - 7"" MaxxBox® High Capacity Box EHC10 - 10"" MaxxBox® High Capacity Box EHC12 - 12"" MaxxBox® High Capacity Box",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PAHC07,PAHC07,"7"" Power Assist MaxxBox",,Power Assist MaxxBox,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,21,29,PAHC07,"PAHC07 - 7"" Power Assist® MaxxBox® PAHC10 - 10"" Power Assist® MaxxBox® PAHC12 - 12"" Power Assist® MaxxBox®",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PAHC10,PAHC10,"10"" Power Assist MaxxBox",,Power Assist MaxxBox,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,21,29,PAHC10,"PAHC07 - 7"" Power Assist® MaxxBox® PAHC10 - 10"" Power Assist® MaxxBox® PAHC12 - 12"" Power Assist® MaxxBox®",pdf_text,sku_found_in_pdf_text,,,
TapeTech,PAHC12,PAHC12,"12"" Power Assist MaxxBox",,Power Assist MaxxBox,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,21,29,PAHC12,"PAHC07 - 7"" Power Assist® MaxxBox® PAHC10 - 10"" Power Assist® MaxxBox® PAHC12 - 12"" Power Assist® MaxxBox®",pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB06-QSX,QB06-QSX,"6.5"" QuickBox Finishing Box",,QuickBox QSX,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB06-QSX,QB06-QSX - 4 Blade Profiles,pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB08-QSX,QB08-QSX,"8.5"" QuickBox Finishing Box",,QuickBox QSX,tool,1,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB08-QSX,QB08-QSX - 3 Blade Profiles,pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB6003-5,QB6003-5,Flat Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6003-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB6023-5,QB6023-5,.045 Crowned Finishing Blade Profile,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6023-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB6033-5,QB6033-5,Crowned Blade Profile for exterior seaming applications,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6033-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
TapeTech,QB6043-5,QB6043-5,Notched Blade Profile for adhesive applications,,QuickBox QSX / Common Wear Parts,common_wear_part,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,22,30,QB6043-5,"QB6003-5, QB8003-5 QB6023-5, QB8023-5 QB6033-5 QB6043-5, QB8043-5",pdf_text,sku_found_in_pdf_text,,,
