ID,Type,SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Sale price,Tax status,In stock?,Categories,Images,Brands,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Meta: source_catalog,Meta: source_catalog_pages,Meta: source_validation,Meta: official_sku_raw,Meta: tsw_match_status,Meta: tsw_name_mismatch
,simple,CROLL02,tapetech-premium-compound-roller-croll02,TapeTech Premium Compound Roller,1,visible,"TapeTech 2"" Premium Inside Corner Compound Roller with Frame TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt.","TapeTech 2"" Premium Inside Corner Compound Roller with Frame TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. The 2"" compound roller is perfect for applying joint compound to internal corners prior to using a corner flusher or finisher. This roller includes a specially designed extended roller frame; the roller is not replaceable. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity : TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames. Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Comfortable Handle: The TapeTech Roller frames feature a comfortable, two-component over molded handle that provides comfortable handling and positive grip, even when wet. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.",22.99,,taxable,1,Drywall Finishing Tools > TapeTech > Compound Rollers,"products/Production/launch_images/normalized/tapetech_croll02_01.webp, products/Production/launch_images/normalized/tapetech_croll02_02.webp, products/Production/launch_images/normalized/tapetech_croll02_03.webp, products/Production/launch_images/normalized/tapetech_croll02_04.webp, products/Production/launch_images/normalized/tapetech_croll02_05.webp",TapeTech,Official Section,Compound Rollers,1,0,Catalog Item Type,hand_tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,sku_found_in_pdf_text,CROLL02,missing_in_tsw,
,simple,CROLL04,tapetech-premium-compound-roller-croll04,TapeTech Premium Compound Roller,1,visible,"TapeTech 4"" Premium Compound Roller CROLL04 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or.","TapeTech 4"" Premium Compound Roller CROLL04 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames (sold separately). Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle (sold separately). With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.",13.99,,taxable,1,Drywall Finishing Tools > TapeTech > Compound Rollers,"products/Production/launch_images/normalized/tapetech_croll04_01.webp, products/Production/launch_images/normalized/tapetech_croll04_02.webp, products/Production/launch_images/normalized/tapetech_croll04_03.webp, products/Production/launch_images/normalized/tapetech_croll04_04.webp, products/Production/launch_images/normalized/tapetech_croll04_05.webp, products/Production/launch_images/normalized/tapetech_croll04_06.webp",TapeTech,Official Section,Compound Rollers,1,0,Catalog Item Type,hand_tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,sku_found_in_pdf_text,CROLL04,missing_in_tsw,
,simple,CROLL09,tapetech-premium-compound-roller-croll09,TapeTech Premium Compound Roller,1,visible,"TapeTech 9"" Premium Compound Roller CROLL09 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or.","TapeTech 9"" Premium Compound Roller CROLL09 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames (sold separately). Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle (sold separately). With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.",14.99,,taxable,1,Drywall Finishing Tools > TapeTech > Compound Rollers,"products/Production/launch_images/normalized/tapetech_croll09_01.webp, products/Production/launch_images/normalized/tapetech_croll09_02.webp, products/Production/launch_images/normalized/tapetech_croll09_03.webp, products/Production/launch_images/normalized/tapetech_croll09_04.webp, products/Production/launch_images/normalized/tapetech_croll09_05.webp, products/Production/launch_images/normalized/tapetech_croll09_06.webp",TapeTech,Official Section,Compound Rollers,1,0,Catalog Item Type,hand_tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,sku_found_in_pdf_text,CROLL09,missing_in_tsw,
,simple,CROLL12,tapetech-premium-compound-roller-croll12,TapeTech Premium Compound Roller,1,visible,"TapeTech 12"" Premium Compound Roller CROLL12 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or.","TapeTech 12"" Premium Compound Roller CROLL12 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. Key Features: Highest Quality: TapeTech premium drywall joint compound rollers are manufactured in Europe exclusively for TapeTech, using the highest quality reticulated polypropylene nap for great results and long life. Highest Capacity: TapeTech premium drywall joint compound rollers feature an 18mm nap - nearly 50% thicker than other brands with ½” nap – allowing you to apply nearly 50% more compound to the surface between fills compared to other high nap rollers. Highest Coverage: The unique design and manufacturing of TapeTech premium joint compound rollers releases more compound from the nap and onto the surface, providing the highest coverage rate per roller load. Robust Frame Design: TapeTech premium drywall joint compound rollers are designed for use with TapeTech roller frames (sold separately). Our frames are a full 5/16” thick – stronger than smaller ¼” thick frames on the market. Extended Reach: Easily reach most common walls and ceilings using the TapeTech CROLLHAN2 extendable handle (sold separately). With super secure attachment and lightweight but robust construction, you’ll quickly knock out any wall coverage or skimming job. Ideal for Skimming: The TapeTech premium drywall joint compound rollers are ideal for quickly applying large amounts of compound over patches, butt joints or entire surfaces. The perfect set up for skimming with TapeTech premium finishing knives.",16.99,,taxable,1,Drywall Finishing Tools > TapeTech > Compound Rollers,"products/Production/launch_images/normalized/tapetech_croll12_01.webp, products/Production/launch_images/normalized/tapetech_croll12_02.webp, products/Production/launch_images/normalized/tapetech_croll12_03.webp, products/Production/launch_images/normalized/tapetech_croll12_04.webp, products/Production/launch_images/normalized/tapetech_croll12_05.webp, products/Production/launch_images/normalized/tapetech_croll12_06.webp",TapeTech,Official Section,Compound Rollers,1,0,Catalog Item Type,hand_tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,sku_found_in_pdf_text,CROLL12,missing_in_tsw,
,simple,CROLLHAN2,tapetech-compound-roller-support-handle-crollhan2,TapeTech Compound Roller Support Handle,1,visible,"TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and.","TapeTech Compound Roller Support Handle 44"" - 79"" (2m) CROLLHAN2 TapeTech drywall joint compound rollers are ideal for applying large amounts of drywall compound on walls and ceilings for finishing large patches and butt joints, or skimming entire walls, ceilings and rooms. They are a great alternative to breaking out a sprayer or trying to apply the compound with knives or trowels. Simply apply the joint compound with the TapeTech premium drywall joint compound roller and then skim the area with a TapeTech premium finishing knife for an amazing finish. TapeTech compound rollers are designed for use with TapeTech roller frames. The shafts of our dedicated roller frames are a full 5/16” thick, providing the strongest frame in the industry – a must for this heavy-duty application. The roller and roller frames quickly and easily attach to our TapeTech model CROLLHAN2 extendable support handle (44” – 79”) to make quick work of most walls and ceilings without the need for stilts or scaffolds. Key Features: Ideal Length: The TapeTech CROLLHAN2 Support Handle for TapeTech premium drywall joint compound rollers extends from 44” – 79”, the most versatile range of extension handles for compound rollers. Robust but Lightweight: You don’t want unnecessary weight when you have a roller full of joint compound. The TapeTech CROLLHAN2 is the perfect balance of light weight and robust materials to make you as efficient as possible. Twist and Go: Our simple twist-lock design allows you to quickly make adjustments on the fly, without worrying about mechanical extension failures taking you and your project down. Lock and Load: Our CROLLHAN2 Support Handle quickly attaches to our range of four premium drywall joint compound roller frames and rollers. Frames and rollers are available in 2-inch, 4-inch, 9-inch and 12-inch. Stores Easily: CROLLHAN2 features a hanger at the end of the handle so you can easily hang the handle in your shop, vehicle or on the jobsite, keeping it from constantly falling to the floor when not in use.",24.99,,taxable,1,Drywall Finishing Tools > TapeTech > Compound Rollers,"products/Production/launch_images/normalized/tapetech_crollhan2_01.webp, products/Production/launch_images/normalized/tapetech_crollhan2_02.webp, products/Production/launch_images/normalized/tapetech_crollhan2_03.webp, products/Production/launch_images/normalized/tapetech_crollhan2_04.webp, products/Production/launch_images/normalized/tapetech_crollhan2_05.webp, products/Production/launch_images/normalized/tapetech_crollhan2_06.webp, products/Production/launch_images/normalized/tapetech_crollhan2_07.webp, products/Production/launch_images/normalized/tapetech_crollhan2_08.webp, products/Production/launch_images/normalized/tapetech_crollhan2_09.webp",TapeTech,Official Section,Compound Rollers,1,0,Catalog Item Type,hand_tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,46,sku_found_in_pdf_text,CROLLHAN2,missing_in_tsw,
,simple,CTADJUSTIN,tapetech-3-3-4-adjustable-inside-corner-trowel-ctadjustin,"TapeTech 3 3/4"" Adjustable Inside Corner Trowel",0,hidden,"Official TapeTech catalog item: 3 3/4"" Adjustable Inside Corner Trowel.","Official TapeTech catalog item: 3 3/4"" Adjustable Inside Corner Trowel. Section: Premium Taping Knives / Inside and Outside Corner Trowels. Source listing: VIN8025 VIN4030 VIN8060 VIN11075 VEX8025 VEX4030 VEX8060 VEX11075 CTADJUST-IN CK06CSTT PK35CSTT. Catalog page(s): 37.",,,taxable,1,Drywall Finishing Tools > TapeTech > Premium Taping Knives,,TapeTech,Official Section,Premium Taping Knives / Inside and Outside Corner Trowels,1,0,Catalog Item Type,trowel,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,37,sku_found_in_pdf_text,CTADJUST-IN,missing_in_tsw,
,simple,EHC07,tapetech-7-maxxbox-high-capacity-box-ehc07,"TapeTech 7"" MaxxBox High Capacity Box",1,visible,"TapeTech 7"" MaxxBox™ Flat Box EHC07 MaxxBox design holds up to 68% more mud than other high capacity flat boxes.","TapeTech 7"" MaxxBox™ Flat Box EHC07 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 7"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",419.0,,taxable,1,Drywall Finishing Tools > TapeTech > MaxxBox High Capacity Boxes,"products/Production/launch_images/normalized/tapetech_ehc07_01.webp, products/Production/launch_images/normalized/tapetech_ehc07_02.webp, products/Production/launch_images/normalized/tapetech_ehc07_03.webp, products/Production/launch_images/normalized/tapetech_ehc07_04.webp, products/Production/launch_images/normalized/tapetech_ehc07_05.webp, products/Production/launch_images/normalized/tapetech_ehc07_06.webp, products/Production/launch_images/normalized/tapetech_ehc07_07.webp, products/Production/launch_images/normalized/tapetech_ehc07_08.webp, products/Production/launch_images/normalized/tapetech_ehc07_09.webp, products/Production/launch_images/normalized/tapetech_ehc07_10.webp, products/Production/launch_images/normalized/tapetech_ehc07_11.webp, products/Production/launch_images/normalized/tapetech_ehc07_12.webp, products/Production/launch_images/normalized/tapetech_ehc07_13.webp, products/Production/launch_images/normalized/tapetech_ehc07_14.webp, products/Production/launch_images/normalized/tapetech_ehc07_15.webp, products/Production/launch_images/normalized/tapetech_ehc07_16.webp, products/Production/launch_images/normalized/tapetech_ehc07_17.webp, products/Production/launch_images/normalized/tapetech_ehc07_18.webp",TapeTech,Official Section,MaxxBox High Capacity Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,sku_found_in_pdf_text,EHC07,missing_in_tsw,
,simple,EHC10,tapetech-10-maxxbox-high-capacity-box-ehc10,"TapeTech 10"" MaxxBox High Capacity Box",1,visible,"TapeTech 10"" MaxxBox™ Flat Box EHC10 MaxxBox design holds up to 68% more mud than other high capacity flat boxes.","TapeTech 10"" MaxxBox™ Flat Box EHC10 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 10"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Base or Finish Coats on Flat Seams, Butt Joints and Cornerbeads Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",419.0,,taxable,1,Drywall Finishing Tools > TapeTech > MaxxBox High Capacity Boxes,"products/Production/launch_images/normalized/tapetech_ehc10_01.webp, products/Production/launch_images/normalized/tapetech_ehc10_02.webp, products/Production/launch_images/normalized/tapetech_ehc10_03.webp, products/Production/launch_images/normalized/tapetech_ehc10_04.webp, products/Production/launch_images/normalized/tapetech_ehc10_05.webp, products/Production/launch_images/normalized/tapetech_ehc10_06.webp, products/Production/launch_images/normalized/tapetech_ehc10_07.webp, products/Production/launch_images/normalized/tapetech_ehc10_08.webp, products/Production/launch_images/normalized/tapetech_ehc10_09.webp, products/Production/launch_images/normalized/tapetech_ehc10_10.webp, products/Production/launch_images/normalized/tapetech_ehc10_11.webp, products/Production/launch_images/normalized/tapetech_ehc10_12.webp, products/Production/launch_images/normalized/tapetech_ehc10_13.webp, products/Production/launch_images/normalized/tapetech_ehc10_14.webp, products/Production/launch_images/normalized/tapetech_ehc10_15.webp, products/Production/launch_images/normalized/tapetech_ehc10_16.webp",TapeTech,Official Section,MaxxBox High Capacity Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,sku_found_in_pdf_text,EHC10,missing_in_tsw,
,simple,EHC12,tapetech-12-maxxbox-high-capacity-box-ehc12,"TapeTech 12"" MaxxBox High Capacity Box",1,visible,"TapeTech 12"" MaxxBox™ Flat Box EHC12 MaxxBox design holds up to 68% more mud than other high capacity flat boxes.","TapeTech 12"" MaxxBox™ Flat Box EHC12 MaxxBox design holds up to 68% more mud than other high capacity flat boxes. MaxxBox offers increased efficiency and production speed, allowing you to finish more between fill ups without tiring you out. Pressure plate is connected to solid hinge for wider opening and easier cleaning. Tape Tech 12"" High Capacity Maxxbox is excellent choice for base coating drywall flat seams, butt joints and corner bead. TapeTech Maxxbox will fit any major brand drywall taping tool flat box brake handle. The adjustable mud outlet dial, allows the MaxxBox to provide high compound capacity while maintaining a precision metered finish. Perfect For Finish Coats on Flat Seams, and Butt Joints Precise Dial Adjustment For Smooth Finish Feathering Designed To Improve Speed and Efficiency High Mud Compound Capacity Hinged Pressure Plate Operates Smoothly Opens Wide For Easy Cleaning 5 Year TapeTech Manufacturer’s Warranty",444.0,,taxable,1,Drywall Finishing Tools > TapeTech > MaxxBox High Capacity Boxes,"products/Production/launch_images/normalized/tapetech_ehc12_01.webp, products/Production/launch_images/normalized/tapetech_ehc12_02.webp, products/Production/launch_images/normalized/tapetech_ehc12_03.webp, products/Production/launch_images/normalized/tapetech_ehc12_04.webp, products/Production/launch_images/normalized/tapetech_ehc12_05.webp, products/Production/launch_images/normalized/tapetech_ehc12_06.webp, products/Production/launch_images/normalized/tapetech_ehc12_07.webp, products/Production/launch_images/normalized/tapetech_ehc12_08.webp, products/Production/launch_images/normalized/tapetech_ehc12_09.webp, products/Production/launch_images/normalized/tapetech_ehc12_10.webp, products/Production/launch_images/normalized/tapetech_ehc12_11.webp, products/Production/launch_images/normalized/tapetech_ehc12_12.webp, products/Production/launch_images/normalized/tapetech_ehc12_13.webp, products/Production/launch_images/normalized/tapetech_ehc12_14.webp, products/Production/launch_images/normalized/tapetech_ehc12_15.webp",TapeTech,Official Section,MaxxBox High Capacity Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,27,sku_found_in_pdf_text,EHC12,missing_in_tsw,
,simple,EZ07TT,tapetech-7-easyclean-box-ez07tt,"TapeTech 7"" EasyClean Box",1,visible,"TapeTech 7"" EasyClean™ Flat Box EZ07TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time.","TapeTech 7"" EasyClean™ Flat Box EZ07TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying base coat to drywall flat seams, butt joints or corner beads, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Base Coats On Flat Seams and Corner Bead. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",379.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"products/Production/launch_images/normalized/tapetech_ez07tt_01.webp, products/Production/launch_images/normalized/tapetech_ez07tt_02.webp, products/Production/launch_images/normalized/tapetech_ez07tt_03.webp, products/Production/launch_images/normalized/tapetech_ez07tt_04.webp, products/Production/launch_images/normalized/tapetech_ez07tt_05.webp, products/Production/launch_images/normalized/tapetech_ez07tt_06.webp, products/Production/launch_images/normalized/tapetech_ez07tt_07.webp, products/Production/launch_images/normalized/tapetech_ez07tt_08.webp, products/Production/launch_images/normalized/tapetech_ez07tt_09.webp, products/Production/launch_images/normalized/tapetech_ez07tt_10.webp, products/Production/launch_images/normalized/tapetech_ez07tt_11.webp, products/Production/launch_images/normalized/tapetech_ez07tt_12.webp, products/Production/launch_images/normalized/tapetech_ez07tt_13.webp, products/Production/launch_images/normalized/tapetech_ez07tt_14.webp, products/Production/launch_images/normalized/tapetech_ez07tt_15.webp, products/Production/launch_images/normalized/tapetech_ez07tt_16.webp",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ07TT,missing_in_tsw,
,simple,EZ10TT,tapetech-10-easyclean-box-ez10tt,"TapeTech 10"" EasyClean Box",1,visible,"TapeTech 10"" EasyClean™ Flat Box EZ10TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time.","TapeTech 10"" EasyClean™ Flat Box EZ10TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying base coat to drywall flat seams, butt joints or corner beads, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Base Coats or Finish Coats On Flat Seams and Corner Bead. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",389.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"products/Production/launch_images/normalized/tapetech_ez10tt_01.webp, products/Production/launch_images/normalized/tapetech_ez10tt_02.webp, products/Production/launch_images/normalized/tapetech_ez10tt_03.webp, products/Production/launch_images/normalized/tapetech_ez10tt_04.webp, products/Production/launch_images/normalized/tapetech_ez10tt_05.webp, products/Production/launch_images/normalized/tapetech_ez10tt_06.webp, products/Production/launch_images/normalized/tapetech_ez10tt_07.webp, products/Production/launch_images/normalized/tapetech_ez10tt_08.webp, products/Production/launch_images/normalized/tapetech_ez10tt_09.webp, products/Production/launch_images/normalized/tapetech_ez10tt_10.webp, products/Production/launch_images/normalized/tapetech_ez10tt_11.webp, products/Production/launch_images/normalized/tapetech_ez10tt_12.webp, products/Production/launch_images/normalized/tapetech_ez10tt_13.webp, products/Production/launch_images/normalized/tapetech_ez10tt_14.webp",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ10TT,missing_in_tsw,
,simple,EZ12TT,tapetech-12-easyclean-box-ez12tt,"TapeTech 12"" EasyClean Box",1,visible,"TapeTech 12"" EasyClean™ Flat Box EZ12TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time.","TapeTech 12"" EasyClean™ Flat Box EZ12TT The rigid design allows the flat box to apply just the right amount of drywall joint compound, feathering both edges at the same time. The main extrusion strongly supports side plates for greater strength. Ideal for applying for applying finish coat to drywall flat seams or butt joints, These boxes will also fit all major brands of flat box handles. The EasyRoll™ wheel system allows you to expertly finish all types of outside corner bead up to two times faster than finishing by hand. EasyRoll™ wheels work with all types of outside corner bead including metal, paper-faced, vinyl and bullnose. These wheels provide a shoulder to guide the finishing box along the corner bead without after-market attachments or damage to the axle. The shoulder of the EasyRoll™ wheels are more than three times wider than after-market products, making it easier to place, and keep the finishing box on the corner bead. EasyRoll™ wheels are engineered and designed to be perfectly aligned with the finishing blade, eliminating the need to tilt the finishing box like you must with common after-market wheel systems. Perfect For Finish Coats On Flat Seams and Butt Joints. Coat Corner Bead With EZ Roll Wheels Quick Release Thumb Latches For Easy Cleanup Rigid Shell Design Easy Blade Carrier Dial Adjustment For Precision Fits All Major Brand Drywall Flat Box Handles 5-Year Manufacturer's Warranty.",399.0,,taxable,1,Drywall Finishing Tools > TapeTech > EasyClean Boxes,"products/Production/launch_images/normalized/tapetech_ez12tt_01.webp, products/Production/launch_images/normalized/tapetech_ez12tt_02.webp, products/Production/launch_images/normalized/tapetech_ez12tt_03.webp, products/Production/launch_images/normalized/tapetech_ez12tt_04.webp, products/Production/launch_images/normalized/tapetech_ez12tt_05.webp, products/Production/launch_images/normalized/tapetech_ez12tt_06.webp, products/Production/launch_images/normalized/tapetech_ez12tt_07.webp, products/Production/launch_images/normalized/tapetech_ez12tt_08.webp, products/Production/launch_images/normalized/tapetech_ez12tt_09.webp, products/Production/launch_images/normalized/tapetech_ez12tt_10.webp, products/Production/launch_images/normalized/tapetech_ez12tt_11.webp, products/Production/launch_images/normalized/tapetech_ez12tt_12.webp, products/Production/launch_images/normalized/tapetech_ez12tt_13.webp",TapeTech,Official Section,EasyClean Boxes,1,0,Catalog Item Type,tool,1,0,products\scraped_results\brands\TapeTech\TapeTech-Product-Catalog_ENG_web_pages-9-46.pdf,25,sku_found_in_pdf_text,EZ12TT,missing_in_tsw,
