Type,SKU,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Regular price,Tax status,In stock?,Stock,Backorders allowed?,Sold individually?,Weight (lbs),Length (in),Width (in),Height (in),Categories,Tags,Brands,Images,Parent,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 used for variations,meta:search_keywords,meta:seo_title,meta:seo_description,meta:seo_canonical,meta:seo_robots,meta:seo_focus_keyword,meta:seo_secondary_keywords,meta:schema_brand,meta:schema_mpn,meta:schema_condition
variation,FMH,COL-PLASTIC-MUD-HEAD-APPLICATOR,columbia-plastic-mud-head-applicator-l-trim-fmh,Columbia Plastic Mud Head Applicator - L-Trim,1,visible,Official Columbia billet and UHMW mud applicators.,<p>Columbia Plastic Mud Head Applicator - L-Trim is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Type: L-Trim</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 20.</em></p>,98.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Applicators",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-plastic-mud-head-applicator-l-trim-FMH-01.webp,COL-PLASTIC-MUD-HEAD-APPLICATOR,1,Type,L-Trim,,1.0,1.0,,,,,,"Columbia Plastic Mud Head Applicator - L-Trim, FMH, Columbia tools, Mud Applicators, drywall finishing tools",Columbia Plastic Mud Head Applicator - L-Trim | Columbia Drywall Tools,"Shop Columbia Plastic Mud Head Applicator - L-Trim, an official Columbia mud applicators product for professional drywall finishing.",,"index,follow",Columbia Plastic Mud Head Applicator - L-Trim,"Columbia Mud Applicators, drywall finishing tools, FMH",Columbia,FMH,NewCondition
variation,IA90,COL-PLASTIC-MUD-HEAD-APPLICATOR,columbia-plastic-mud-head-applicator-inside-90-ia90,Columbia Plastic Mud Head Applicator - Inside 90°,1,visible,Official Columbia billet and UHMW mud applicators.,<p>Columbia Plastic Mud Head Applicator - Inside 90° is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Type: Inside 90°</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 20.</em></p>,98.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Applicators",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-plastic-mud-head-applicator-inside-90-IA90-01.webp,COL-PLASTIC-MUD-HEAD-APPLICATOR,2,Type,Inside 90°,,1.0,1.0,,,,,,"Columbia Plastic Mud Head Applicator - Inside 90°, IA90, Columbia tools, Mud Applicators, drywall finishing tools",Columbia Plastic Mud Head Applicator - Inside 90° | Columbia Drywall Tools,"Shop Columbia Plastic Mud Head Applicator - Inside 90°, an official Columbia mud applicators product for professional drywall finishing.",,"index,follow",Columbia Plastic Mud Head Applicator - Inside 90°,"Columbia Mud Applicators, drywall finishing tools, IA90",Columbia,IA90,NewCondition
variation,OA90,COL-PLASTIC-MUD-HEAD-APPLICATOR,columbia-plastic-mud-head-applicator-outside-90-oa90,Columbia Plastic Mud Head Applicator - Outside 90°,1,visible,Official Columbia billet and UHMW mud applicators.,<p>Columbia Plastic Mud Head Applicator - Outside 90° is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Type: Outside 90°</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 20.</em></p>,98.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Applicators",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-plastic-mud-head-applicator-inside-90-IA90-01.webp,COL-PLASTIC-MUD-HEAD-APPLICATOR,3,Type,Outside 90°,,1.0,1.0,,,,,,"Columbia Plastic Mud Head Applicator - Outside 90°, OA90, Columbia tools, Mud Applicators, drywall finishing tools",Columbia Plastic Mud Head Applicator - Outside 90° | Columbia Drywall Tools,"Shop Columbia Plastic Mud Head Applicator - Outside 90°, an official Columbia mud applicators product for professional drywall finishing.",,"index,follow",Columbia Plastic Mud Head Applicator - Outside 90°,"Columbia Mud Applicators, drywall finishing tools, OA90",Columbia,OA90,NewCondition
variation,OA90-325,COL-PLASTIC-MUD-HEAD-APPLICATOR,columbia-plastic-mud-head-applicator-outside-90-325-oa90-325,Columbia Plastic Mud Head Applicator - Outside 90° 325,1,visible,Official Columbia billet and UHMW mud applicators.,<p>Columbia Plastic Mud Head Applicator - Outside 90° 325 is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Type: Outside 90° 325</li><li>Official Columbia Product Catalogue item</li><li>Tools-only catalog entry; maintenance and replacement parts excluded</li><li>Production-format WooCommerce import row</li></ul><p><em>Catalog source page: 20.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Mud Applicators",Columbia,,COL-PLASTIC-MUD-HEAD-APPLICATOR,4,Type,Outside 90° 325,,1.0,1.0,,,,,,"Columbia Plastic Mud Head Applicator - Outside 90° 325, OA90-325, Columbia tools, Mud Applicators, drywall finishing tools",Columbia Plastic Mud Head Applicator - Outside 90° 325 | Columbia Drywall Tools,"Shop Columbia Plastic Mud Head Applicator - Outside 90° 325, an official Columbia mud applicators product for professional drywall finishing.",,"index,follow",Columbia Plastic Mud Head Applicator - Outside 90° 325,"Columbia Mud Applicators, drywall finishing tools, OA90-325",Columbia,OA90-325,NewCondition
variable,COL-STANDARD-FLUSHERS,,columbia-standard-flusher,Columbia Standard Flusher,1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Standard Flusher is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Corner Flushers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-standard-flusher-2-5-2-5SF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-standard-flusher-2-5-2-5SF-02.webp",,0,Size,"2.5"" | 3"" | 3"" Widetrack | 3.5"" | 4""",1.0,1.0,1.0,,,,,,"Columbia Standard Flusher, COL-STANDARD-FLUSHERS, Columbia tools, Corner Flushers, drywall finishing tools",Columbia Standard Flusher | Columbia Drywall Tools,"Shop Columbia Standard Flusher, an official Columbia corner flushers product for professional drywall finishing.",,"index,follow",Columbia Standard Flusher,"Columbia Corner Flushers, drywall finishing tools, COL-STANDARD-FLUSHERS",Columbia,COL-STANDARD-FLUSHERS,NewCondition
variation,2.5SF,COL-STANDARD-FLUSHERS,columbia-standard-flusher-2-5-2-5sf,"Columbia Standard Flusher - 2.5""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Standard Flusher - 2.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 2.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-STANDARD-FLUSHERS,1,Size,"2.5""",,1.0,1.0,,,,,,"Columbia Standard Flusher - 2.5"", 2.5SF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Standard Flusher - 2.5"" | Columbia Drywall Tools","Shop Columbia Standard Flusher - 2.5"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Standard Flusher - 2.5""","Columbia Corner Flushers, drywall finishing tools, 2.5SF",Columbia,2.5SF,NewCondition
variation,3SF,COL-STANDARD-FLUSHERS,columbia-standard-flusher-3-3sf,"Columbia Standard Flusher - 3""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Standard Flusher - 3&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,92.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-standard-flusher-2-5-2-5SF-01.webp,COL-STANDARD-FLUSHERS,2,Size,"3""",,1.0,1.0,,,,,,"Columbia Standard Flusher - 3"", 3SF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Standard Flusher - 3"" | Columbia Drywall Tools","Shop Columbia Standard Flusher - 3"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Standard Flusher - 3""","Columbia Corner Flushers, drywall finishing tools, 3SF",Columbia,3SF,NewCondition
variation,3WTSF,COL-STANDARD-FLUSHERS,columbia-standard-flusher-3-widetrack-3wtsf,"Columbia Standard Flusher - 3"" Widetrack",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Standard Flusher - 3&quot; Widetrack is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot; Widetrack</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,93.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-standard-flusher-2-5-2-5SF-01.webp,COL-STANDARD-FLUSHERS,3,Size,"3"" Widetrack",,1.0,1.0,,,,,,"Columbia Standard Flusher - 3"" Widetrack, 3WTSF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Standard Flusher - 3"" Widetrack | Columbia Drywall Tools","Shop Columbia Standard Flusher - 3"" Widetrack, an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Standard Flusher - 3"" Widetrack","Columbia Corner Flushers, drywall finishing tools, 3WTSF",Columbia,3WTSF,NewCondition
variation,3.5SF,COL-STANDARD-FLUSHERS,columbia-standard-flusher-3-5-3-5sf,"Columbia Standard Flusher - 3.5""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Standard Flusher - 3.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-STANDARD-FLUSHERS,4,Size,"3.5""",,1.0,1.0,,,,,,"Columbia Standard Flusher - 3.5"", 3.5SF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Standard Flusher - 3.5"" | Columbia Drywall Tools","Shop Columbia Standard Flusher - 3.5"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Standard Flusher - 3.5""","Columbia Corner Flushers, drywall finishing tools, 3.5SF",Columbia,3.5SF,NewCondition
variation,4SF,COL-STANDARD-FLUSHERS,columbia-standard-flusher-4-4sf,"Columbia Standard Flusher - 4""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Standard Flusher - 4&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 4&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,105.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-standard-flusher-2-5-2-5SF-01.webp,COL-STANDARD-FLUSHERS,5,Size,"4""",,1.0,1.0,,,,,,"Columbia Standard Flusher - 4"", 4SF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Standard Flusher - 4"" | Columbia Drywall Tools","Shop Columbia Standard Flusher - 4"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Standard Flusher - 4""","Columbia Corner Flushers, drywall finishing tools, 4SF",Columbia,4SF,NewCondition
variable,COL-DIRECT-FLUSHER,,columbia-direct-flusher,Columbia Direct Flusher,1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Direct Flusher is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Corner Flushers",Columbia,"https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-direct-flusher-2-5-2-5DF-01.webp, https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-direct-flusher-3-widetrack-3WTDF-01.webp",,0,Size,"2.5"" | 3"" | 3"" Widetrack | 3.5"" | 4""",1.0,1.0,1.0,,,,,,"Columbia Direct Flusher, COL-DIRECT-FLUSHER, Columbia tools, Corner Flushers, drywall finishing tools",Columbia Direct Flusher | Columbia Drywall Tools,"Shop Columbia Direct Flusher, an official Columbia corner flushers product for professional drywall finishing.",,"index,follow",Columbia Direct Flusher,"Columbia Corner Flushers, drywall finishing tools, COL-DIRECT-FLUSHER",Columbia,COL-DIRECT-FLUSHER,NewCondition
variation,2.5DF,COL-DIRECT-FLUSHER,columbia-direct-flusher-2-5-2-5df,"Columbia Direct Flusher - 2.5""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Direct Flusher - 2.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 2.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-DIRECT-FLUSHER,1,Size,"2.5""",,1.0,1.0,,,,,,"Columbia Direct Flusher - 2.5"", 2.5DF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Direct Flusher - 2.5"" | Columbia Drywall Tools","Shop Columbia Direct Flusher - 2.5"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Direct Flusher - 2.5""","Columbia Corner Flushers, drywall finishing tools, 2.5DF",Columbia,2.5DF,NewCondition
variation,3DF,COL-DIRECT-FLUSHER,columbia-direct-flusher-3-3df,"Columbia Direct Flusher - 3""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Direct Flusher - 3&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,98.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-direct-flusher-2-5-2-5DF-01.webp,COL-DIRECT-FLUSHER,2,Size,"3""",,1.0,1.0,,,,,,"Columbia Direct Flusher - 3"", 3DF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Direct Flusher - 3"" | Columbia Drywall Tools","Shop Columbia Direct Flusher - 3"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Direct Flusher - 3""","Columbia Corner Flushers, drywall finishing tools, 3DF",Columbia,3DF,NewCondition
variation,3WTDF,COL-DIRECT-FLUSHER,columbia-direct-flusher-3-widetrack-3wtdf,"Columbia Direct Flusher - 3"" Widetrack",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Direct Flusher - 3&quot; Widetrack is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot; Widetrack</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,101.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-direct-flusher-3-widetrack-3WTDF-01.webp,COL-DIRECT-FLUSHER,3,Size,"3"" Widetrack",,1.0,1.0,,,,,,"Columbia Direct Flusher - 3"" Widetrack, 3WTDF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Direct Flusher - 3"" Widetrack | Columbia Drywall Tools","Shop Columbia Direct Flusher - 3"" Widetrack, an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Direct Flusher - 3"" Widetrack","Columbia Corner Flushers, drywall finishing tools, 3WTDF",Columbia,3WTDF,NewCondition
variation,3.5DF,COL-DIRECT-FLUSHER,columbia-direct-flusher-3-5-3-5df,"Columbia Direct Flusher - 3.5""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Direct Flusher - 3.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-DIRECT-FLUSHER,4,Size,"3.5""",,1.0,1.0,,,,,,"Columbia Direct Flusher - 3.5"", 3.5DF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Direct Flusher - 3.5"" | Columbia Drywall Tools","Shop Columbia Direct Flusher - 3.5"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Direct Flusher - 3.5""","Columbia Corner Flushers, drywall finishing tools, 3.5DF",Columbia,3.5DF,NewCondition
variation,4DF,COL-DIRECT-FLUSHER,columbia-direct-flusher-4-4df,"Columbia Direct Flusher - 4""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Direct Flusher - 4&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 4&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,108.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-direct-flusher-2-5-2-5DF-01.webp,COL-DIRECT-FLUSHER,5,Size,"4""",,1.0,1.0,,,,,,"Columbia Direct Flusher - 4"", 4DF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Direct Flusher - 4"" | Columbia Drywall Tools","Shop Columbia Direct Flusher - 4"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Direct Flusher - 4""","Columbia Corner Flushers, drywall finishing tools, 4DF",Columbia,4DF,NewCondition
variable,COL-COMBO-FLUSHER,,columbia-combo-flusher,Columbia Combo Flusher,1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Combo Flusher is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: official Columbia Product Catalogue.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variable Product, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-combo-flusher-2-5-2-5CSF-01.webp,,0,Size,"2.5"" | 3"" | 3"" Widetrack | 3.5""",1.0,1.0,1.0,,,,,,"Columbia Combo Flusher, COL-COMBO-FLUSHER, Columbia tools, Corner Flushers, drywall finishing tools",Columbia Combo Flusher | Columbia Drywall Tools,"Shop Columbia Combo Flusher, an official Columbia corner flushers product for professional drywall finishing.",,"index,follow",Columbia Combo Flusher,"Columbia Corner Flushers, drywall finishing tools, COL-COMBO-FLUSHER",Columbia,COL-COMBO-FLUSHER,NewCondition
variation,2.5CSF,COL-COMBO-FLUSHER,columbia-combo-flusher-2-5-2-5csf,"Columbia Combo Flusher - 2.5""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Combo Flusher - 2.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 2.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-COMBO-FLUSHER,1,Size,"2.5""",,1.0,1.0,,,,,,"Columbia Combo Flusher - 2.5"", 2.5CSF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Combo Flusher - 2.5"" | Columbia Drywall Tools","Shop Columbia Combo Flusher - 2.5"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Combo Flusher - 2.5""","Columbia Corner Flushers, drywall finishing tools, 2.5CSF",Columbia,2.5CSF,NewCondition
variation,3CSF,COL-COMBO-FLUSHER,columbia-combo-flusher-3-3csf,"Columbia Combo Flusher - 3""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Combo Flusher - 3&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,150.0,taxable,1,,0,0,1.0,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,https://drywalltoolbox.com/wp/wp-content/uploads/2026/media/columbia-combo-flusher-2-5-2-5CSF-01.webp,COL-COMBO-FLUSHER,2,Size,"3""",,1.0,1.0,,,,,,"Columbia Combo Flusher - 3"", 3CSF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Combo Flusher - 3"" | Columbia Drywall Tools","Shop Columbia Combo Flusher - 3"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Combo Flusher - 3""","Columbia Corner Flushers, drywall finishing tools, 3CSF",Columbia,3CSF,NewCondition
variation,3WTCSF,COL-COMBO-FLUSHER,columbia-combo-flusher-3-widetrack-3wtcsf,"Columbia Combo Flusher - 3"" Widetrack",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Combo Flusher - 3&quot; Widetrack is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3&quot; Widetrack</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-COMBO-FLUSHER,3,Size,"3"" Widetrack",,1.0,1.0,,,,,,"Columbia Combo Flusher - 3"" Widetrack, 3WTCSF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Combo Flusher - 3"" Widetrack | Columbia Drywall Tools","Shop Columbia Combo Flusher - 3"" Widetrack, an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Combo Flusher - 3"" Widetrack","Columbia Corner Flushers, drywall finishing tools, 3WTCSF",Columbia,3WTCSF,NewCondition
variation,3.5CSF,COL-COMBO-FLUSHER,columbia-combo-flusher-3-5-3-5csf,"Columbia Combo Flusher - 3.5""",1,visible,Official Columbia flushers for angle finishing in multiple sizes and configurations.,<p>Columbia Combo Flusher - 3.5&quot; is an official Columbia tools catalog item from the Columbia Product Catalogue.</p><p><strong>Configuration:</strong></p><ul><li>Size: 3.5&quot;</li><li>Official Columbia corner-finishing tool</li><li>Configured to avoid replacement-part leakage into tool selections</li><li>Mapped to the correct product family and variation attribute</li></ul><p><em>Catalog source page: 21.</em></p>,,taxable,1,,0,0,,,,,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,"Columbia, Official Columbia Catalog, Tools Only, Variation, Corner Flushers",Columbia,,COL-COMBO-FLUSHER,4,Size,"3.5""",,1.0,1.0,,,,,,"Columbia Combo Flusher - 3.5"", 3.5CSF, Columbia tools, Corner Flushers, drywall finishing tools","Columbia Combo Flusher - 3.5"" | Columbia Drywall Tools","Shop Columbia Combo Flusher - 3.5"", an official Columbia corner flushers product for professional drywall finishing.",,"index,follow","Columbia Combo Flusher - 3.5""","Columbia Corner Flushers, drywall finishing tools, 3.5CSF",Columbia,3.5CSF,NewCondition
