Brands,Type,SKU,MPN,Parent SKU,Slug,Name,Published,Visibility in catalog,Short description,Description,Categories,Tags,Product Role,Tool Family,Builder Eligible,Builder Slot,Catalog Source,Catalog Verified,Source Page,Source Confidence,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 used for variations
Columbia,simple,3.5SF,3.5SF,,columbia-3-5-in-standard-flusher,Columbia 3.5 in Standard Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3.5 in Standard Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,4SF,4SF,,columbia-4-in-standard-flusher,Columbia 4 in Standard Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 4 in Standard Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,2.5DF,2.5DF,,columbia-2-5-in-direct-flusher,Columbia 2.5 in Direct Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 2.5 in Direct Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3DF,3DF,,columbia-3-in-direct-flusher,Columbia 3 in Direct Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 in Direct Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3WTDF,3WTDF,,columbia-3-in-widetrack-direct-flusher,Columbia 3 in Widetrack Direct Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 in Widetrack Direct Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3.5DF,3.5DF,,columbia-3-5-in-direct-flusher,Columbia 3.5 in Direct Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3.5 in Direct Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,4DF,4DF,,columbia-4-in-direct-flusher,Columbia 4 in Direct Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 4 in Direct Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,2.5CSF,2.5CSF,,columbia-2-5-in-combo-flusher,Columbia 2.5 in Combo Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 2.5 in Combo Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3CSF,3CSF,,columbia-3-in-combo-flusher,Columbia 3 in Combo Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 in Combo Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3WTCSF,3WTCSF,,columbia-3-in-widetrack-combo-flusher,Columbia 3 in Widetrack Combo Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3 in Widetrack Combo Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,3.5CSF,3.5CSF,,columbia-3-5-in-combo-flusher,Columbia 3.5 in Combo Flusher,1,visible,Official Columbia corner flushers item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: 3.5 in Combo Flusher. Product family: Corner Flushers. Source: Columbia Product Catalogue 2024, page 21.","Tools > Columbia, Tools > Columbia > Corner Flushers","Columbia, Corner Flushers, official-catalog, tools-only",core_tool,Corner Flushers,yes,corner_flusher,customercatalogue2024-3.pdf-3.pdf,yes,21,verified_pdf,,,,,,0
Columbia,simple,PDDM,PDDM,,columbia-phantom-ddm-sander,Columbia Phantom DDM Sander,1,visible,Official Columbia sanders item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Phantom DDM Sander. Product family: Sanders. Source: Columbia Product Catalogue 2024, page 22.","Tools > Columbia, Tools > Columbia > Sanders","Columbia, Sanders, official-catalog, tools-only",core_tool,Sanders,yes,sander,customercatalogue2024-3.pdf-3.pdf,yes,22,verified_pdf,,,,,,0
Columbia,simple,CS,CS,,columbia-columbia-sander-head,Columbia Sander Head,1,visible,Official Columbia sanders item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia Sander Head. Product family: Sanders. Source: Columbia Product Catalogue 2024, page 22.","Tools > Columbia, Tools > Columbia > Sanders","Columbia, Sanders, official-catalog, tools-only",core_tool,Sanders,yes,sander,customercatalogue2024-3.pdf-3.pdf,yes,22,verified_pdf,,,,,,0
Columbia,simple,CSH,CSH,,columbia-columbia-sander-pole,Columbia Sander Pole,1,visible,Official Columbia sanders item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia Sander Pole. Product family: Sanders. Source: Columbia Product Catalogue 2024, page 22.","Tools > Columbia, Tools > Columbia > Sanders","Columbia, Sanders, official-catalog, tools-only",core_tool,Sanders,yes,sander,customercatalogue2024-3.pdf-3.pdf,yes,22,verified_pdf,,,,,,0
Columbia,simple,TL-3-8,TL-3-8,,columbia-twist-lock-handle-with-pha,Columbia Twist Lock Handle with PHA,1,visible,Official Columbia sanders item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Twist Lock Handle with PHA. Product family: Sanders. Source: Columbia Product Catalogue 2024, page 22.","Tools > Columbia, Tools > Columbia > Sanders","Columbia, Sanders, official-catalog, tools-only",core_tool,Sanders,yes,sander_handle,customercatalogue2024-3.pdf-3.pdf,yes,22,verified_pdf,,,,,,0
Columbia,simple,TCS,TCS,,columbia-columbia-gun-case,Columbia Gun Case,1,visible,Official Columbia tool cases item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia Gun Case. Product family: Tool Cases. Source: Columbia Product Catalogue 2024, page 23.","Tools > Columbia, Tools > Columbia > Tool Cases","Columbia, Tool Cases, official-catalog, tools-only",accessory,Tool Cases,yes,tool_case,customercatalogue2024-3.pdf-3.pdf,yes,23,verified_pdf,,,,,,0
Columbia,simple,RC,RC,,columbia-columbia-road-case,Columbia Road Case,1,visible,Official Columbia tool cases item from the Columbia Product Catalogue.,"Official Columbia Tools catalogue item: Columbia Road Case. Product family: Tool Cases. Source: Columbia Product Catalogue 2024, page 23.","Tools > Columbia, Tools > Columbia > Tool Cases","Columbia, Tool Cases, official-catalog, tools-only",accessory,Tool Cases,yes,tool_case,customercatalogue2024-3.pdf-3.pdf,yes,23,verified_pdf,,,,,,0
