manufacturer,part_number,product_name,description_text,features,image_urls
TapeTech,209046,TapeTech Flat Box Washer,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance. For repair or maintenance of TapeTech boxes",For repair or maintenance of TapeTech boxes,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_Washer.jpg
TapeTech,17TT,TapeTech Outside Corner Roller,The TapeTech Outside Corner Roller firmly embeds paper-faced corner bead on external drywall corners and removes the excess joint compound from beneath it. The nylon rollers provide a smooth surface to prevent damage to the corner bead. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included. Features Embeds paper faced outside corner bead into compound or adhesive Easy clean design,Embeds paper faced outside corner bead into compound or adhesive | Easy clean design,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT17TT_med.jpg
TapeTech,800027,TapeTech Short Connector,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3-us-west-2.amazonaws.com/gtsinteriorsupplycomfiles/product/MD-TapeTech_ShortConnector.jpg
TapeTech,255045G,"10"" Axle Standard EZ Roll Wheels","10"" Axle Standard EZ Roll Wheels",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT255045G_M.jpg
TapeTech,501F25A,"2.5"" Corner Finisher Maintenance Kit","2.5"" Corner Finisher Maintenance Kit",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT501F25A_M.jpg
TapeTech,502F4,3 in TapeTech EZ Roll Corner Finisher Blade Kit,"For repair or maintenance of the TapeTech 48TT 3"" EZ Roll adjustable corner finisher. Includes (2) 059084 8-32 x 1/4"" Set screw, 1/2 dog SST (12) 489013 6-32 x 1/8"" SC Head screw (1) 057353 .062 Hex L-key (2) 450009F Carbide blades (2) 409011 Skids (1) Repair instructions","(2) 059084 8-32 x 1/4"" Set screw, 1/2 dog SST | (12) 489013 6-32 x 1/8"" SC Head screw | (1) 057353 .062 Hex L-key | (2) 450009F Carbide blades | (2) 409011 Skids | (1) Repair instructions",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT502F2_M.jpg
TapeTech,502F4X,"3.5"" Easy Roll Corner Finisher Blade Repair Kit for 48XTT","EASY ROLL ANGLE HEADBLADE KIT - 3 1/2""",,https://s3.amazonaws.com/gmscom/master/media-common/product/502F4X_med.jpg
TapeTech,209058,6-32 Brass Nut,6-32 Brass Nut,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT209058_M.jpg
TapeTech,501C7,7 in TapeTech Flat Box Repair Kit,"For repair and maintenance of the TapeTech 20TTX Flat Finishing Box or T20CF Bazooka CFS 7"" Finishing Box. Includes (3) 200001 7"" Stainless steel blades (2) 209006 Skid covers, right side (2) 209039 Skid covers, left side","(3) 200001 7"" Stainless steel blades | (2) 209006 Skid covers, right side | (2) 209039 Skid covers, left side",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT501C10_M.jpg
TapeTech,350034,"8"" Pressure Plate",Replacement pressure plate for TapeTech 35TT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT350034_M.jpg
TapeTech,190033,88TTE Adjuster,Replacement adjuster for TapeTech 88TTE Flat Box Extension Handle,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT190033_M.jpg
TapeTech,AMEAB0003,Ames Cobra Banjo Replacement Cutting Blade AB0003,Replacement cutting blade for the Ames AB0004 Cobra Drywall Tape Banjo.,,https://s3.amazonaws.com/tswfastcomfiles/product/AMEAB0003_M.jpg
TapeTech,190034,Coupler,Coupler,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT190034_M.jpg
TapeTech,050204,Cup Washer,Replacement cup washer for TapeTech 04TT and 05TT Automatic Tapers,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT050204_M.jpg
TapeTech,215,Drive Dog Assembly Kit,Drive-Dog-Assembly-Kit for 04TT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT215_M.jpg
TapeTech,EZCOVER07,EasyClean Cover Plate Conversion Kit,All the parts you need to convert your old 04TT or 05TT Cover Plate to the new EasyClean Cover Plate used on the 07TT. The parts are preassembled for you.,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTEZCOVER07_M.jpg
TapeTech,402006,Insert Socket For Angle Heads,"Replacement Insert Socket For TapeTech Angle Heads: 16TT, 16TT90, 40TT, 45TT, 48TT, and 48XTT",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT402006_M.jpg
TapeTech,054095F,Long Creaser Assembly,Long Creaser Assembly,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT054095F_M.jpg
TapeTech,889055,Nylon Spacer,Nylon Spacer,,https://s3.amazonaws.com/tswfastcomfiles/product/TTT889055_M.jpg
TapeTech,190036,Pin,Replacement pin for 14TT MudRunner Pin,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT190036_M.jpg
TapeTech,722003G,Pump Cylinder,Replacement Pump Cylinder for TapeTech 76TT,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT722003G_M.jpg
TapeTech,722070,Pump Foot Wireform,Replacement pump foot wireform for TapeTech Loading Pumps,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT22070_M.jpg
TapeTech,PFK12TT,"TapeTech 12"" Premium Finishing Knife","Introducing an improved range of premium finishing knives for smoothing joint compound. Featuring a replaceable blade and redesigned grip profile, TapeTech premium finishing knives are the most ergonomic smoothing knives available. The new handle adapter is more robust, provides quick angle adjustment and improved durability. Best Quality AND Best Value, these premium finishing knives offer the best value in the industry. Up to 49% less than other brands, TapeTech makes it possible for every finisher to achieve the best results! Features: Optimal Comfort, Control And Ergonomics Molded Texture Provides Superior Grip Stainless Steel Blade 33% Lighter Than Competitive Brands Blades Are Now Easily To Replaceable 49% Less Than Other Brands","Optimal Comfort, Control And Ergonomics | Molded Texture Provides Superior Grip | Stainless Steel Blade | 33% Lighter Than Competitive Brands | Blades Are Now Easily To Replaceable | 49% Less Than Other Brands",https://s3.amazonaws.com/tswfastcomfiles/product/TTTPFK12TT_M.jpg
TapeTech,TK12SSTT,"TapeTech 12"" Premium Stainless Steel Taping Knife","TapeTech 12"" Premium Stainless Steel Taping Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTTK12SSTT_M.jpg
TapeTech,MP14TT,"TapeTech 14"" Premium Mud Pan","TapeTech 14"" Premium Mud Pan",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTMP14TT_M.jpg
TapeTech,JK04CSTT,"TapeTech 4"" Premium Carbon Steel Joint Knife","TapeTech 4"" Premium Carbon Steel Joint Knife",,https://s3.amazonaws.com/tswfastcomfiles/product/TTTJK04CSTT_M.jpg
TapeTech,050073,TapeTech Automatic Taper Creaser Wheel,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_CreaserWheel.jpg
TapeTech,SSDAMF,TapeTech Dual Angle Sanding Sponge Med/Fine-24 per box,TapeTech Dual Angle Sanding Sponge Med/Fine-24 per box,,https://s3.amazonaws.com/tswfastcomfiles/product/TTTSSDAMF_M.jpg
TapeTech,054111F,TapeTech Gooser Guide Bushing,TapeTech gooser guide bushing.,,https://s3.amazonaws.com/capmatfiles/product/MD-TapeTech_Bushing.jpg
TapeTech,729060,TapeTech O-Ring Gasket - Large,"TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT729060_M.jpg
TapeTech,051001,TapeTechï¿½ï¿½ 051001 Outlet Valve Handle,Replacement outlet valve handle for TapeTech 04TT and 05TT Automatic Tapers (Replaced Code - 050001),,https://s3.amazonaws.com/capmatfiles/product/MD-TTT051001_L.jpg
TapeTech,700010F,TapeTechï¿½ï¿½ 700010F Valve Seal,For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps,,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT700010F_M.jpg
TapeTech,260024F,"10"" Wiper","10"" Wiper TapeTech part 260024F",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT260024F_M.jpg
TapeTech,304002,"12"" Box Blade Holder","12"" Box Blade Holder",,https://s3.amazonaws.com/tswfastcomfiles/product/TTT304002_M.jpg
TapeTech,16TT,16TT Mud Head,"Operation The Mud Head is designed to place a consistently wide ribbon of joint compound to each side of the internal or external corner for installation of paper tape or corner bead. Snap the Mud Head onto the corner applicator or MudRunner® and fill it with joint compound. Start at one end of the corner and apply pressure to the corner applicator or MudRunner™ to start the flow of compound while moving the tool along the corner to the opposite end. Now apply the tape or corner bead. Maintenance Clean thoroughly with brush and water (or water hose) to remove all joint compound from the tool. After the tool is clean, lightly oil with Ames® Bazooka® Oil or any light machine oil. 16TT Schematic",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT16TT_med.jpg
TapeTech,502F2,2 in TapeTech Corner Finisher Blade Kit,"For repair or maintenance of the TapeTech 40TT 2"" corner finisher. Includes (2) 059084 8-32 x 1/4"" Set screw, 1/2 dog SST (12) 409013 4-40 x 1/8"" Set screw (1) 057352 .050 Hex L-key (2) 400009F Carbide blades (2) 409011 Skids (1) Repair instructions","(2) 059084 8-32 x 1/4"" Set screw, 1/2 dog SST | (12) 409013 4-40 x 1/8"" Set screw | (1) 057352 .050 Hex L-key | (2) 400009F Carbide blades | (2) 409011 Skids | (1) Repair instructions",https://s3.amazonaws.com/gmscom/master/media-common/product/TTT502F2_M.jpg
TapeTech,502F25,"2.5"" Corner Finisher Blade Change Kit","2.5"" Corner Finisher Blade Change Kit",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTT502F25_M.jpg
TapeTech,CF25TT,"2.5"" Corner Flusher - Semi-Automatic","TapeTech Corner Flushers make quick work of wiping or finishing inside corners. Direct flushers are used to apply joint compound to internal corners. Indirect flushers simply smooth compound that has been applied by another tool. TapeTech flushers work as both a direct and indirect flusher. That means you don’t have to decide which model to get, only which sizes fit your needs. The Corner Flushers fit all TapeTech corner tools (Compound Tubes, 88TTF and HF handles, 35TT and 50TT Corner Applicators and 14TT MudRunner®).",,https://s3.amazonaws.com/gmscom/master/media-common/product/TTTCF25TT_M.jpg
