old_file_name,new_file_name
tapetech-WC18R-BLADE8W-003.webp,tapetech-WC18R-BLADE8W-003.webp
tapetech-WC18R-BLADE8W-01.webp,tapetech-WC18R-BLADE8W-01.webp
tapetech-WOOLCUT-10F-002.webp,tapetech-WOOLCUT-10F-002.webp
tapetech-WOOLCUT-10F-003.webp,tapetech-WOOLCUT-10F-003.webp
tapetech-WOOLCUT-10F-004.webp,tapetech-WOOLCUT-10F-004.webp
tapetech-WOOLCUT-10F-005.webp,tapetech-WOOLCUT-10F-005.webp
tapetech-WOOLCUT-10F-006.webp,tapetech-WOOLCUT-10F-006.webp
tapetech-WOOLCUT-10F-007.webp,tapetech-WOOLCUT-10F-007.webp
tapetech-WOOLCUT-10F-008.webp,tapetech-WOOLCUT-10F-008.webp
tapetech-WOOLCUT-10F-01.webp,tapetech-WOOLCUT-10F-01.webp
tapetech-WOOLCUT-10F2-002.webp,tapetech-WOOLCUT-10F2-002.webp
tapetech-WOOLCUT-10F2-003.webp,tapetech-WOOLCUT-10F2-003.webp
tapetech-WOOLCUT-10F2-004.webp,tapetech-WOOLCUT-10F2-004.webp
tapetech-WOOLCUT-10F2-01.webp,tapetech-WOOLCUT-10F2-01.webp
tapetech-WOOLCUT-BS-002.webp,tapetech-WOOLCUT-BS-002.webp
tapetech-WOOLCUT-BS-003.webp,tapetech-WOOLCUT-BS-003.webp
tapetech-WOOLCUT-BS-01.webp,tapetech-WOOLCUT-BS-01.webp
tapetech-WOOLCUT-HS22-002.webp,tapetech-WOOLCUT-HS22-002.webp
tapetech-WOOLCUT-HS22-003.webp,tapetech-WOOLCUT-HS22-003.webp
tapetech-WOOLCUT-HS22-004.webp,tapetech-WOOLCUT-HS22-004.webp
tapetech-WOOLCUT-HS22-01.webp,tapetech-WOOLCUT-HS22-01.webp
tapetech-WOOLCUT18-R-002.webp,tapetech-WOOLCUT18-R-002.webp
tapetech-WOOLCUT18-R-003.webp,tapetech-WOOLCUT18-R-003.webp
tapetech-WOOLCUT18-R-004.webp,tapetech-WOOLCUT18-R-004.webp
tapetech-WOOLCUT18-R-01.webp,tapetech-WOOLCUT18-R-01.webp
tapetech-X1-HDL-01.webp,tapetech-X1-HDL-01.webp
tapetech-XHTT-CAA-TT-01.webp,tapetech-BAN001-TT-01.webp
tapetech-XHTT-CFA-01.webp,tapetech-FHTT-CFA-01.webp
tapetech-XHTT-CFA-02.webp,tapetech-FHTT-CFA-02.webp
tapetech-XHTT-NSA-01.webp,tapetech-FHTT-NSA-01.webp
tapetech-XHTT-NSA-02.webp,tapetech-FHTT-NSA-02.webp
tapetech-XHTT-NSA-05.webp,tapetech-XHTT-NSA-05.webp
tapetech-XHTT-NSA-05.webp,tapetech-FHTT-NSA-05.webp
tapetech-PFKHATT-01.webp,tapetech-PFKHATT-01.webp
