SKU,Name,Type,Categories,Regular price
SSB16,"Columbia Sabre Smoothing Blade -  16""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,46.0
SSB18,"Columbia Sabre Smoothing Blade -  18""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,52.0
SSB24,"Columbia Sabre Smoothing Blade -  24""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,69.0
SSB32,"Columbia Sabre Smoothing Blade -  32""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,92.0
SSB40,"Columbia Sabre Smoothing Blade -  40""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,115.0
SSB48,"Columbia Sabre Smoothing Blade -  48""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,133.0
SBC,Columbia Sabre Smoothing Blade Claw,simple,Drywall Finishing Tools > Columbia > Handles & Extensions,24.0
SBP,Columbia Sabre Smoothing Blade Extension Pole,simple,Drywall Finishing Tools > Columbia > Handles & Extensions,66.0
SBSET,Columbia Sabre Smoothing Blade Set,simple,Drywall Finishing Tools > Columbia > Knives & Blades,413.0
TCS,Columbia Semi - Auto Tool Case By Flambeau,simple,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,178.0
SABDL1,Columbia Semi - Automatic Taping Tool Set with Bonus Hand Tool Set,simple,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,903.0
SF5,Columbia Shrink Fit Comfort Grips for Welded Stainless Steel Joint Knives,simple,Drywall Finishing Tools > Columbia > Parts,8.0
COL-SILVER-0-4-CURVED-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel,variable,Drywall Finishing Tools > Columbia > Knives & Blades,
12-4-7-0-4-S-C-C,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 12"" Cork Handle",variation,Drywall Finishing Tools > Columbia > Knives & Blades,59.0
14-4-7-0-4-S-C-C,"Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel -  4.7"" x 14"" Cork Handle",variation,Drywall Finishing Tools > Columbia > Knives & Blades,65.0
HTBDL10,Columbia Silver 0.4 Curved Blade Stainless Steel Finishing Trowel & Hawk Set,simple,Drywall Finishing Tools > Columbia > Tool Sets & Kits,164.0
SPECIALOPS,Columbia Special Ops Set with Bonus Hand Tool Set,simple,Drywall Finishing Tools > Columbia > Automatic Taping Tools,2940.0
COL-SPECIALTY-KNIFE-WITH-NYLON-HANDLE,Columbia Specialty Knife with Nylon Handle,variable,Drywall Finishing Tools > Columbia > Knives & Blades,
PJK3-5,"Columbia Specialty Knife with Nylon Handle -  3.5"" Pointed Knife",variation,Drywall Finishing Tools > Columbia > Knives & Blades,14.0
CJK6,"Columbia Specialty Knife with Nylon Handle -  6"" Clipped Knife 30 Degree Angle",variation,Drywall Finishing Tools > Columbia > Knives & Blades,18.0
9-1MT,Columbia Stainless Steel 9 - in - 1 Putty Knife with Nylon Grip Handle,simple,Drywall Finishing Tools > Columbia > Knives & Blades,14.0
BSNC,Columbia Stainless Steel Bucket Scoop with Cork Handle,simple,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,21.0
CBS2K,Columbia Stainless Steel Bucket Scoop with Soft Grip Handle,simple,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,11.0
HTBDL1,Columbia Stainless Steel Hand Tool Finishing Set,simple,Drywall Finishing Tools > Columbia > Tool Sets & Kits,90.0
COL-STAINLESS-STEEL-JOINT-KNIFE-WITH-SOFT-GRIP-HANDLE,Columbia Stainless Steel Joint Knife with Soft Grip Handle,variable,Drywall Finishing Tools > Columbia > Knives & Blades,
CGPK4,"Columbia Stainless Steel Joint Knife with Soft Grip Handle -  4""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,15.0
CGPK5,Columbia Stainless Steel Joint Knife with Soft Grip Handle -  5,variation,Drywall Finishing Tools > Columbia > Knives & Blades,16.0
CGPK6,"Columbia Stainless Steel Joint Knife with Soft Grip Handle -  6""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,17.0
HTBDL4,Columbia Stainless Steel Knife and Mud Pan Set with Bucket,simple,Drywall Finishing Tools > Columbia > Tool Sets & Kits,110.0
COL-STAINLESS-STEEL-MUD-PAN-WITH-FREE-MUD-GRIP,Columbia Stainless Steel Mud Pan with Mud Grip,variable,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,
C12MP,"Columbia Stainless Steel Mud Pan with Mud Grip -  12""",variation,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,24.0
C14MP,"Columbia Stainless Steel Mud Pan with Mud Grip -  14""",variation,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,25.0
C16MP,"Columbia Stainless Steel Mud Pan with Mud Grip -  16""",variation,Drywall Finishing Tools > Columbia > Mud Pans & Pumps,25.0
COL-STAINLESS-STEEL-PUTTY-KNIVES-WITH-NYLON-HANDLE,Columbia Stainless Steel Putty Knives with Nylon Handle,variable,Drywall Finishing Tools > Columbia > Knives & Blades,
NPK1-5,"Columbia Stainless Steel Putty Knives with Nylon Handle -  1.5""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,11.0
NPK2,"Columbia Stainless Steel Putty Knives with Nylon Handle -  2""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,12.0
NPK3,"Columbia Stainless Steel Putty Knives with Nylon Handle -  3""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,12.0
NPK4,"Columbia Stainless Steel Putty Knives with Nylon Handle -  4""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,14.0
NPK5,"Columbia Stainless Steel Putty Knives with Nylon Handle -  5""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,17.0
NPK6,"Columbia Stainless Steel Putty Knives with Nylon Handle -  6""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,19.0
NPK8,"Columbia Stainless Steel Putty Knives with Nylon Handle -  8""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,20.0
NPK10,"Columbia Stainless Steel Putty Knives with Nylon Handle -  10""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,21.0
HTBDL3,Columbia Stainless Steel Taping Knife Set,simple,Drywall Finishing Tools > Columbia > Knives & Blades,53.0
COL-STANDARD-FLUSHER-AND-TWIST-LOCK-HANDLE-SET,Columbia Standard Flusher and Twist - Lock Handle Set,variable,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,
TLBDL1,"Columbia Standard Flusher and Twist - Lock Handle Set -  2.5""",variation,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,170.0
TLBD2,"Columbia Standard Flusher and Twist - Lock Handle Set -  3""",variation,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,174.0
TLBDL3,"Columbia Standard Flusher and Twist - Lock Handle Set -  3"" Widetrack",variation,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,175.0
TLBDL3-5,"Columbia Standard Flusher and Twist - Lock Handle Set -  3.5""",variation,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,179.0
TLBDL4,"Columbia Standard Flusher and Twist - Lock Handle Set -  4""",variation,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,187.0
SABDL6,Columbia Starter Semi - Automatic Taping Tool Set with Compact Case,simple,Drywall Finishing Tools > Columbia > Semi-Automatic Taping Tools,594.0
COL-SUPER-FLEX-0-3-FLAT-BLADE-STAINLESS-STEEL-FINISHING-TROWEL,Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel,variable,Drywall Finishing Tools > Columbia > Knives & Blades,
12-4-3-0-3-G-C,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel -  4.3"" x 12"" Cork Handle",variation,Drywall Finishing Tools > Columbia > Knives & Blades,65.0
14-4-3-0-3-G-C,"Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel -  4.3"" x 14"" Cork Handle",variation,Drywall Finishing Tools > Columbia > Knives & Blades,70.0
HTBDL12,Columbia Super Flex 0.3 Flat Blade Stainless Steel Finishing Trowel & Hawk Set,simple,Drywall Finishing Tools > Columbia > Tool Sets & Kits,174.0
TT,Columbia Throttle Tube,simple,Drywall Finishing Tools > Columbia > Automatic Taping Tools,905.0
COL-TOMAHAWK-SMOOTHING-BLADE,Columbia Tomahawk Smoothing Blade,variable,Drywall Finishing Tools > Columbia > Knives & Blades,
TSB-10,"Columbia Tomahawk Smoothing Blade -  10""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,62.0
TSB-12,"Columbia Tomahawk Smoothing Blade -  12""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,70.0
TSB-14,"Columbia Tomahawk Smoothing Blade -  14""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,76.0
TSB-18,"Columbia Tomahawk Smoothing Blade -  18""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,91.0
TSB-24,"Columbia Tomahawk Smoothing Blade -  24""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,110.0
TSB-32,"Columbia Tomahawk Smoothing Blade -  32""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,136.0
TSB-40,"Columbia Tomahawk Smoothing Blade -  40""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,168.0
TSB-48,"Columbia Tomahawk Smoothing Blade -  48""",variation,Drywall Finishing Tools > Columbia > Knives & Blades,221.0
UTA,Columbia Universal Thread Adaptor,simple,Drywall Finishing Tools > Columbia > Handles & Extensions,11.0
